filename,filetype,predict-order,predict-saturation,predict-sat-granularity,actual-order,actual-saturation,actual-sat-granularity
cs_repetitions-2-unfolded,pnml,chain-prev,sat-like,1,chain,sat-loop,20
cs_repetitions-3-unfolded,pnml,chain-prev,sat-like,1,chain,sat-like,10
cs_repetitions-4-unfolded,pnml,chain-prev,sat-like,1,chain,sat-like,20
database2UNFOLD,pnml,chain-prev,sat-like,1,chain,sat-like,5
database4UNFOLD,pnml,chain-prev,sat-like,1,bfs,sat-like,5
dekker-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
dekker-15,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
deploy_2_a,pnml,chain-prev,sat-like,1,chain,sat-loop,5
deploy_3_a,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
deploy_4_a,pnml,chain-prev,sat-like,1,chain,sat-loop,5
deploy_5_a,pnml,chain-prev,sat-like,1,chain,sat-loop,20
deploy_6_a,pnml,chain-prev,sat-like,1,chain,sat-loop,1
deploy_7_a,pnml,chain-prev,sat-like,1,chain,sat-like,80
elevator.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
elevator.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
elevator.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
elevator.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
firewire_link.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
FMS-10,pnml,chain-prev,sat-like,1,chain,sat-like,1
FMS-100,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
FMS-2,pnml,chain-prev,sat-like,1,chain,none,
FMS-20,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
FMS-200,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
FMS-5,pnml,chain-prev,sat-like,1,chain,sat-like,1
FMS-50,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
IBM319,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
iprotocol.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
iprotocol.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
iprotocol.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
iprotocol.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
iprotocol.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
iprotocol.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
iprotocol.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
lamport_fmea-2,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
lamport_fmea-3,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
lamport_fmea-4,pnml,chain-prev,sat-like,1,chain-prev,sat-like,20
lamport_fmea-5,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
lamport_nonatomic.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.2,dve2C,chain-prev,sat-like,1,chain,sat-like,1
lamport_nonatomic.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
leader_election.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
leader_election.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_election.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
MAPK-20,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-40,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-8,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-80,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
mcs.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
mcs.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.4,dve2C,chain-prev,sat-like,1,chain,sat-like,2147483647
mcs.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
mcs.6,dve2C,chain-prev,sat-like,1,chain,sat-like,1
MultiwaySync,pnml,chain-prev,sat-like,1,chain,sat-like,20
needham.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
needham.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
needham.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
needham.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
peg_solitaire.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
peg_solitaire.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
peg_solitaire.5,dve2C,chain-prev,sat-like,1,chain,sat-loop,5
peterson.1,dve2C,chain-prev,sat-like,1,chain,sat-like,1
peterson.2,dve2C,chain-prev,sat-like,1,chain,sat-loop,5
peterson.3,dve2C,chain-prev,sat-like,1,chain,sat-like,1
peterson.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
peterson.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
peterson.6,dve2C,chain-prev,sat-like,1,chain,sat-like,1
peterson.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,1
protocols.2,dve2C,chain-prev,sat-like,1,chain,sat-like,5
protocols.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
protocols.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
protocols.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
SafeBus-03-unfolded,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
SmallOperatingSystem-MT0016DC0008,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0032DC0008,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
SmallOperatingSystem-MT0032DC0016,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0064DC0016,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0064DC0032,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
SmallOperatingSystem-MT0128DC0032,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0128DC0064,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
SmallOperatingSystem-MT0256DC0064,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
sokoban.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,5
sokoban.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
UtahNoC,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
Vasy2003,pnml,chain-prev,sat-like,1,chain,sat-loop,20
