filename,filetype,predict-order,predict-saturation,predict-sat-granularity,actual-order,actual-saturation,actual-sat-granularity
FMS-200,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
FMS-5,pnml,chain-prev,sat-like,1,chain,sat-like,1
FMS-50,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
G-PPP-1000-10,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
G-PPP-1000-100,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
G-PPP-1000-1000,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
G-PPP-100-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
G-PPP-100-100,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
G-PPP-100-1000,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
G-PPP-100-10000,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
G-PPP-100-100000,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
G-PPP-10-10,pnml,chain-prev,sat-like,1,chain-prev,none,
G-PPP-10-100,pnml,chain-prev,sat-like,1,chain-prev,none,
G-PPP-1-1,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
G-PPP-1-10,pnml,chain-prev,sat-like,1,chain,sat-like,20
G-PPP-1-100,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,20
G-PPP-1-1000,pnml,chain-prev,sat-like,1,chain-prev,sat-like,20
HouseConstruction-002,pnml,chain,sat-like,1,chain,sat-loop,20
HouseConstruction-005,pnml,chain,sat-like,1,chain-prev,sat-like,5
HouseConstruction-010,pnml,chain,sat-like,1,chain-prev,sat-like,5
HouseConstruction-020,pnml,chain,sat-like,1,chain-prev,sat-like,5
HouseConstruction-050,pnml,chain,sat-like,1,bfs-prev,sat-like,1
ht_d2k1p8b00,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
ht_d2k2p1b00,pnml,bfs-prev,sat-loop,1,chain,sat-like,1
IBM319,pnml,bfs-prev,sat-like,1,chain-prev,sat-like,10
IBM5964,pnml,bfs-prev,sat-loop,20,chain,sat-like,20
IBM703,pnml,bfs-prev,sat-loop,2147483647,chain-prev,sat-like,10
IBMB2S565S3960,pnml,bfs-prev,sat-loop,1,chain-prev,sat-like,5
IOTP_c1m1p1d1,pnml,bfs-prev,sat-like,1,chain,sat-like,5
IOTP_c3m3p3d3,pnml,bfs-prev,sat-like,1,chain,sat-like,5
IOTP_c5m4p3d2,pnml,bfs-prev,sat-like,1,bfs-prev,sat-like,5
Kanban-10,pnml,chain-prev,sat-like,1,chain,sat-loop,5
Kanban-20,pnml,chain-prev,sat-like,1,chain,sat-like,5
Kanban-5,pnml,chain-prev,sat-like,1,chain,sat-like,5
lamport_fmea-2,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
lamport_fmea-3,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
lamport_fmea-4,pnml,chain-prev,sat-like,5,chain-prev,sat-like,20
lamport_fmea-5,pnml,bfs-prev,sat-loop,1,bfs-prev,sat-like,1
MAPK-20,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-40,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-8,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-80,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
MultiwaySync,pnml,bfs-prev,sat-like,1,chain,sat-like,20
open_system_0,pnml,bfs-prev,sat-loop,1,chain-prev,sat-like,5
PaceMaker,pnml,chain-prev,sat-loop,1,chain,sat-like,1
parking_1_4,pnml,bfs-prev,sat-loop,2147483647,chain,sat-loop,10
parking_2_8,pnml,chain-prev,sat-like,1,chain,sat-like,1
parking_4_16,pnml,bfs-prev,sat-like,1,chain,sat-like,1
parking_4_32,pnml,bfs-prev,sat-like,1,chain,sat-like,1
Peterson-2,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
Peterson-3,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
philo_dyn-3-unfolded,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
Philosophers-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
Philosophers-100,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-1000,pnml,bfs-prev,sat-like,1,chain,sat-like,40
Philosophers-20,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-200,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-2000,pnml,bfs-prev,sat-like,1,chain,sat-like,20
Philosophers-5,pnml,chain,sat-like,1,chain-prev,sat-like,20
Philosophers-50,pnml,bfs-prev,sat-like,1,chain-prev,sat-like,10
Philosophers-500,pnml,chain-prev,sat-like,1,chain,sat-like,20
ProductionCell,pnml,chain-prev,sat-like,1,chain,sat-like,80
QCertifProtocol_02-unfold,pnml,bfs-prev,sat-like,1,chain-prev,sat-like,5
QCertifProtocol_06-unfold,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
raft_02,pnml,chain-prev,sat-like,1,chain,sat-like,20
raft_03,pnml,chain-prev,sat-like,1,chain,sat-like,40
raft_04,pnml,chain-prev,sat-like,1,chain,sat-like,40
raft_05,pnml,chain-prev,sat-like,1,chain,sat-like,40
raft_06,pnml,bfs-prev,sat-loop,20,chain,sat-like,80
RAS-C-10,pnml,chain-prev,sat-like,2147483647,chain-prev,sat-like,5
RAS-C-100,pnml,chain-prev,sat-loop,1,chain,sat-like,10
RAS-C-15,pnml,chain-prev,sat-like,1,chain,sat-like,5
RAS-C-20,pnml,chain-prev,sat-like,1,chain,sat-like,5
RAS-C-3,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
RAS-C-5,pnml,chain-prev,sat-like,1,chain,sat-like,20
RAS-C-50,pnml,bfs-prev,sat-like,1,chain,sat-like,5
RAS-R-10,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
RAS-R-100,pnml,bfs-prev,sat-like,1,chain,none,
RAS-R-15,pnml,chain-prev,sat-like,1,chain,none,
RAS-R-2,pnml,bfs-prev,sat-loop,5,chain,none,
RAS-R-20,pnml,chain-prev,sat-like,2147483647,chain,sat-loop,2147483647
RAS-R-3,pnml,chain-prev,sat-like,1,bfs-prev,none,
RAS-R-5,pnml,chain,sat-like,1,chain,sat-loop,5
RAS-R-50,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
ring,pnml,chain-prev,sat-like,1,chain,sat-like,10
rwmutex-r10w10,pnml,chain-prev,sat-like,1,chain,sat-like,20
rwmutex-r10w100,pnml,bfs-prev,sat-like,1,chain-prev,sat-loop,40
rwmutex-r10w1000,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
rwmutex-r10w20,pnml,chain-prev,sat-like,5,chain-prev,sat-loop,20
rwmutex-r10w50,pnml,bfs-prev,sat-like,1,bfs-prev,sat-loop,5
rwmutex-r10w500,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,80
rwmutex-r20w10,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,5
SafeBus-03-unfolded,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
sg-2-1-2,pnml,bfs-prev,sat-like,1,chain,sat-like,1
shared_memory-pt-10,pnml,bfs-prev,sat-like,1,chain-prev,sat-like,5
shared_memory-pt-5,pnml,bfs-prev,sat-like,1,chain,sat-like,5
simple_lbs-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
simple_lbs-2,pnml,bfs-prev,sat-like,1,chain,sat-like,1
simple_lbs-5,pnml,bfs-prev,sat-like,1,chain-prev,sat-like,1
SmallOperatingSystem-MT0016DC0008,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0032DC0008,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
SmallOperatingSystem-MT0032DC0016,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0064DC0016,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0064DC0032,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
SmallOperatingSystem-MT0128DC0032,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0128DC0064,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
SmallOperatingSystem-MT0256DC0064,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
soli0_counter_square5,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
soli0_square5,pnml,chain-prev,sat-like,1,chain,sat-loop,40
SwimmingPool-1,pnml,bfs-prev,sat-like,5,chain-prev,sat-loop,5
SwimmingPool-2,pnml,bfs-prev,sat-like,5,chain-prev,sat-loop,5
SwimmingPool-3,pnml,bfs-prev,sat-like,5,chain-prev,sat-like,5
SwimmingPool-4,pnml,bfs-prev,sat-like,5,chain-prev,sat-loop,5
tcp10,pnml,chain-prev,sat-like,1,chain,sat-loop,10
tcp5,pnml,chain-prev,sat-like,1,chain,sat-loop,10
TokenRing-10-unfolded,pnml,bfs-prev,sat-like,1,chain-prev,sat-like,1
TokenRing-15-unfolded,pnml,chain-prev,sat-like,1,chain-prev,sat-like,40
TokenRing-20-unfolded,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
TokenRing-5-unfolded,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
trg_1-20-0,pnml,chain-prev,sat-like,1,chain-prev,none,
trg_1-50-0,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
unf-8x8-4stageSEN-01,pnml,bfs-prev,sat-like,1,bfs-prev,sat-loop,2147483647
UtahNoC,pnml,bfs-prev,sat-like,1,chain-prev,sat-like,10
Vasy2003,pnml,bfs-prev,sat-like,1,chain,sat-loop,20
