"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"MAPK-8","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-like",1
"MAPK-80","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-loop",2147483647
"parking_1_4","pnml",326,20705,24375,23.4793,25.1232,65,97,884,0.1402,1219,0.1933,"chain","sat-loop",10
"parking_2_8","pnml",610,62635,70725,24.8552,27.0521,137,201,2281,0.082834,2908.3,0.10561,"chain","sat-like",1
"parking_4_16","pnml",1644,335848,359726,55.16319,62.11381,305,433,9677,0.0732745,11574.3,0.0876413,"chain","sat-like",1
"parking_4_32","pnml",2962,1050546,1114232,94.547949,107.99207,529,785,30613,0.0737192,36105.8,0.0869463,"chain","sat-like",1
"Peterson-2","pnml",424,38354,45564,34.1915,37.4372,102,126,2062,0.16044,2555.2,0.19882,"chain-prev","sat-loop",10
"Peterson-3","pnml",1226,314117,359473,91.34932,100.6505,244,332,13622,0.16816,16731,0.20653,"chain-prev","sat-like",1
"Philosophers-10","pnml",43,5119,6902,12.281,12.545,50,50,360,0.144,400.2,0.1601,"chain-prev","sat-like",5
"Philosophers-100","pnml",43,53295,72532,12.915,13.061,500,500,3778,0.015112,3824.34,0.0152973,"chain","sat-like",10
"Philosophers-1000","pnml",58,539629,702609,11.6857692,11.8893812,5000,5000,39127,0.00156508,39318.813,0.0015727525,"chain","sat-like",40
"Philosophers-20","pnml",43,10394,14142,12.5596,12.76,100,100,737,0.0737,782,0.0782,"chain","sat-like",10
"Philosophers-200","pnml",43,107161,145704,12.968846,13.10904,1000,1000,7577,0.007577,7624.52,0.00762452,"chain","sat-like",10
"Philosophers-2000","pnml",58,1080994,1409117,11.69415385,11.89859397,10000,10000,78303,0.00078303,78580.409,0.00078580409,"chain","sat-like",20
"Philosophers-5","pnml",45,2401,3210,11.485,11.875,25,25,167,0.267,201,0.321,"chain-prev","sat-like",20
"Philosophers-50","pnml",41,26516,35059,12.25231,12.39473,250,250,1878,0.030048,1923,0.030768,"chain-prev","sat-like",10
"Philosophers-500","pnml",58,269546,350972,11.6766923,11.8820129,2500,2500,19558,0.00312928,19687.09,0.003149934,"chain","sat-like",20
"production_cell.2","dve2C",51,2113,2566,9.3654,9.7517,18,26,114,0.244,128,0.273,"chain-prev","sat-like",1
"production_cell.4","dve2C",69,3577,4275,11.079,11.855,20,36,190,0.264,268,0.372,"chain-prev","sat-like",1
"public_subscribe.2","dve2C",375,53124,56290,16.017,16.8831,26,124,948,0.294,1200,0.3721,"chain-prev","sat-like",1
"public_subscribe.5","dve2C",576,115293,122630,21.8609,23.155,36,185,1879,0.2821,2253,0.3383,"chain-prev","sat-like",1
"raft_02","pnml",153,11206,12761,16.944,17.96,28,52,452,0.3104,603.1,0.4142,"chain","sat-like",20
"raft_03","pnml",347,42679,47520,28.1694,29.6685,53,98,1638,0.3154,2221,0.4276,"chain","sat-like",40
"raft_04","pnml",575,121201,135332,44,47.044,88,160,4521,0.32109,6312.7,0.44834,"chain","sat-like",40
"raft_05","pnml",917,277179,306471,64.25753,69.32034,133,238,10586,0.33443,14835,0.46865,"chain","sat-like",40
"raft_06","pnml",1335,529427,579384,78.68319,83.8208,188,332,20230,0.32412,28956,0.46391,"chain","sat-like",80
"ring","pnml",313,38500,44722,27.3007,29.5452,139,87,1743,0.14413,2225.3,0.18401,"chain","sat-like",10
"sg-2-1-2","pnml",150,15297,19703,18.6636,19.7121,68,72,795,0.1624,942.2,0.1925,"chain","sat-like",1
"simple_lbs-10","pnml",4401,7839931,8155972,138.49162,143.96077,104,605,27280,0.43357,31424,0.49942,"chain-prev","sat-like",5
"simple_lbs-2","pnml",261,25435,29194,30.341,33.072,32,45,561,0.3896,809.5,0.5622,"chain","sat-like",1
"simple_lbs-5","pnml",1245,614299,662526,75.625,79.40244,59,180,4938,0.46497,6194.8,0.58332,"chain-prev","sat-like",1
"SmallOperatingSystem-MT0016DC0008","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0032DC0008","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-like",1
"SmallOperatingSystem-MT0032DC0016","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0064DC0016","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0064DC0032","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-loop",2147483647
"SmallOperatingSystem-MT0128DC0032","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"bfs-prev","sat-like",1
"SmallOperatingSystem-MT0128DC0064","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-loop",2147483647
"SmallOperatingSystem-MT0256DC0064","pnml",17,432,590,6.727,7.023,9,8,34,0.47,43,0.6,"chain-prev","sat-like",1
"sorter.1","dve2C",163,8472,9154,9.7849,10.197,23,42,369,0.382,458,0.474,"chain-prev","sat-loop",2147483647
"sorter.2","dve2C",163,8453,9113,9.6344,10.012,23,42,363,0.376,446,0.462,"chain-prev","sat-loop",2147483647
"sorter.3","dve2C",229,16202,17366,11.881,12.626,26,58,571,0.3786,675.7,0.4481,"chain-prev","sat-like",5
"sorter.4","dve2C",229,16214,17392,11.913,12.651,26,58,572,0.3793,677.6,0.4493,"chain-prev","sat-loop",2147483647
"sorter.5","dve2C",229,16182,17324,11.77,12.516,26,58,565,0.3747,662.6,0.4394,"bfs-prev","sat-loop",10
"synapse.1","dve2C",700,219627,237646,35.5876,38.3255,22,131,1473,0.5111,2016,0.6994,"bfs-prev","sat-loop",20
"synapse.2","dve2C",835,323686,350209,40.7453,45.9978,22,149,1707,0.5207,2356,0.7187,"bfs-prev","sat-loop",20
"synapse.3","dve2C",970,449505,486586,46.29406,54.53795,22,167,1941,0.5283,2696,0.7339,"bfs-prev","sat-loop",20
"synapse.4","dve2C",1105,597094,646777,52.08477,63.57444,22,185,2175,0.5344,3037,0.7461,"bfs-prev","sat-like",1
"synapse.5","dve2C",902,277569,295622,36.0086,37.3091,28,167,2454,0.5248,3458,0.7394,"chain-prev","sat-like",1
"synapse.6","dve2C",1142,471948,501562,41.46154,43.05375,28,194,2998,0.5519,4200,0.7732,"chain-prev","sat-loop",20
"synapse.7","dve2C",1385,696148,737376,45.30219,48.07053,28,221,3403,0.5499,4768,0.7705,"bfs-prev","sat-like",10
"trg_1-20-0","pnml",41,1325,1664,9.382,9.953,16,12,96,0.5,137,0.715,"chain-prev","none",
"trg_1-50-0","pnml",41,1325,1664,9.382,9.953,16,12,96,0.5,137,0.715,"chain-prev","sat-loop",10
"UtahNoC","pnml",3125,2896783,3112308,224.48163,254.09926,216,977,43271,0.205045,59041.5,0.279775,"chain-prev","sat-like",10
