"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"Kanban-5","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"leader_election.1","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",1
"leader_election.2","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",40
"leader_election.3","dve2C",684,93349,104719,19.49395,20.69508,121,114,1402,0.10164,1608.3,0.1166,"chain-prev","sat-like",1
"leader_election.4","dve2C",953,131968,146374,19.90435,21.01087,155,133,1844,0.089449,2121.3,0.1029,"chain-prev","sat-like",10
"leader_election.5","dve2C",1258,180125,197837,20.22545,21.24886,193,152,2362,0.080515,2733.3,0.093173,"chain-prev","sat-like",5
"leader_election.6","dve2C",1599,238857,260188,20.48427,21.43501,235,171,2962,0.073709,3452.3,0.08591,"chain-prev","sat-like",5
"lifts.1","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-loop",10
"lifts.2","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-like",1
"lifts.3","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-like",1
"lifts.4","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-like",1
"lifts.5","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-like",1
"lifts.6","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-like",1
"lifts.7","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"bfs-prev","sat-like",1
"lifts.8","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-like",1
"lup.1","dve2C",193,15885,16525,7.2273,7.3351,6,48,216,0.75,272,0.944,"bfs-prev","none",
"lup.2","dve2C",389,59921,61117,7.02284,7.09132,10,96,624,0.65,787,0.82,"bfs-prev","sat-loop",2147483647
"lup.3","dve2C",438,75340,76675,7,7.06356,11,108,756,0.6364,955.6,0.8044,"chain-prev","sat-loop",2147483647
"lup.4","dve2C",487,92523,93997,6.98171,7.04125,12,120,900,0.625,1140,0.7917,"bfs-prev","sat-loop",2147483647
"mcs.1","dve2C",84,3378,3952,11.944,12.981,13,39,127,0.25,162,0.319,"chain-prev","sat-like",1
"mcs.2","dve2C",65,2467,2864,8.4068,9.3183,13,39,98,0.193,114,0.225,"chain-prev","sat-like",5
"mcs.3","dve2C",127,7663,8600,17.202,18.782,17,52,204,0.231,268,0.304,"chain-prev","sat-like",1
"mcs.4","dve2C",112,4515,5186,10.553,11.461,17,52,162,0.183,204,0.23,"chain","sat-like",2147483647
"mcs.5","dve2C",186,13051,14846,19.898,21.691,21,65,302,0.2212,406.5,0.2978,"bfs-prev","sat-like",1
"mcs.6","dve2C",157,7164,8295,12.024,12.92,21,65,228,0.167,285.7,0.2093,"chain","sat-like",1
"msmie.1","dve2C",208,18782,20007,14.577,15.395,11,85,280,0.299,338,0.361,"bfs-prev","sat-loop",10
"msmie.2","dve2C",472,66405,69141,13.2189,13.7758,18,173,1025,0.3292,1347,0.4325,"chain-prev","sat-loop",10
"msmie.3","dve2C",694,140049,144784,15.838,16.1799,20,251,1778,0.3542,2475,0.4929,"chain-prev","sat-like",1
"msmie.4","dve2C",1260,454126,464355,18.20885,18.50929,28,450,4663,0.37008,6481.5,0.5144,"bfs-prev","sat-loop",5
"parking_1_4","pnml",326,20705,24375,23.4793,25.1232,65,97,884,0.1402,1219,0.1933,"chain","sat-loop",10
"parking_2_8","pnml",610,62635,70725,24.8552,27.0521,137,201,2281,0.082834,2908.3,0.10561,"chain","sat-like",1
"parking_4_16","pnml",1644,335848,359726,55.16319,62.11381,305,433,9677,0.0732745,11574.3,0.0876413,"chain","sat-like",1
"parking_4_32","pnml",2962,1050546,1114232,94.547949,107.99207,529,785,30613,0.0737192,36105.8,0.0869463,"chain","sat-like",1
"peg_solitaire.1","dve2C",928,449745,490084,87.4968,90.3938,18,48,864,1,1630,1.89,"bfs-prev","sat-loop",10
"peg_solitaire.4","dve2C",1705,1499259,1594867,112.8418,115.3997,27,60,1620,1,3120,1.926,"bfs-prev","sat-loop",20
"peg_solitaire.5","dve2C",7329,27341239,28329271,270.45765,273.86277,51,140,7140,1,14000,1.961,"chain","sat-loop",5
"Peterson-2","pnml",424,38354,45564,34.1915,37.4372,102,126,2062,0.16044,2555.2,0.19882,"chain-prev","sat-loop",10
"Peterson-3","pnml",1226,314117,359473,91.34932,100.6505,244,332,13622,0.16816,16731,0.20653,"chain-prev","sat-like",1
"Philosophers-10","pnml",43,5119,6902,12.281,12.545,50,50,360,0.144,400.2,0.1601,"chain-prev","sat-like",5
"Philosophers-100","pnml",43,53295,72532,12.915,13.061,500,500,3778,0.015112,3824.34,0.0152973,"chain","sat-like",10
"Philosophers-1000","pnml",58,539629,702609,11.6857692,11.8893812,5000,5000,39127,0.00156508,39318.813,0.0015727525,"chain","sat-like",40
"Philosophers-20","pnml",43,10394,14142,12.5596,12.76,100,100,737,0.0737,782,0.0782,"chain","sat-like",10
"Philosophers-200","pnml",43,107161,145704,12.968846,13.10904,1000,1000,7577,0.007577,7624.52,0.00762452,"chain","sat-like",10
"Philosophers-2000","pnml",58,1080994,1409117,11.69415385,11.89859397,10000,10000,78303,0.00078303,78580.409,0.00078580409,"chain","sat-like",20
"Philosophers-5","pnml",45,2401,3210,11.485,11.875,25,25,167,0.267,201,0.321,"chain-prev","sat-like",20
"Philosophers-50","pnml",41,26516,35059,12.25231,12.39473,250,250,1878,0.030048,1923,0.030768,"chain-prev","sat-like",10
"Philosophers-500","pnml",58,269546,350972,11.6766923,11.8820129,2500,2500,19558,0.00312928,19687.09,0.003149934,"chain","sat-like",20
"QCertifProtocol_02-unfold","pnml",184,16675,19576,18.6219,19.43,86,56,900,0.1869,1052,0.2185,"chain-prev","sat-like",5
"QCertifProtocol_06-unfold","pnml",595,150003,168131,39.8622,42.29819,270,116,6312,0.20153,7447.2,0.23778,"chain-prev","sat-like",5
"rwmutex-r10w10","pnml",334,57847,65086,41.0872,44.9904,50,40,902,0.451,1486,0.7432,"chain","sat-like",20
"rwmutex-r10w100","pnml",2883,3690088,3807313,121.8474,134.1416,230,220,25856,0.51099,34869,0.68911,"chain-prev","sat-loop",40
"rwmutex-r10w1000","pnml",28071,337936515,344527962,640.297972,681.53689,2030,2020,2058176,0.5019207,2745520,0.6695409,"chain-prev","sat-loop",2147483647
"rwmutex-r10w20","pnml",646,187098,206308,66.0433,72.1268,70,60,2334,0.5557,3762,0.8957,"chain-prev","sat-loop",20
"rwmutex-r10w50","pnml",1291,970317,1065621,133.794,147.4586,130,120,10672,0.6841,17507,1.1222,"bfs-prev","sat-loop",5
"rwmutex-r10w500","pnml",12321,84621105,89906649,1075.26938,1218.90916,1030,1020,753014,0.7167466,1148647,1.093325,"bfs-prev","sat-loop",80
"rwmutex-r20w10","pnml",660,177382,195512,46.8529,49.1009,80,60,1646,0.3429,2774,0.5778,"chain-prev","sat-loop",5
"simple_lbs-10","pnml",4401,7839931,8155972,138.49162,143.96077,104,605,27280,0.43357,31424,0.49942,"chain-prev","sat-like",5
"simple_lbs-2","pnml",261,25435,29194,30.341,33.072,32,45,561,0.3896,809.5,0.5622,"chain","sat-like",1
"simple_lbs-5","pnml",1245,614299,662526,75.625,79.40244,59,180,4938,0.46497,6194.8,0.58332,"chain-prev","sat-like",1
"sorter.1","dve2C",163,8472,9154,9.7849,10.197,23,42,369,0.382,458,0.474,"chain-prev","sat-loop",2147483647
"sorter.2","dve2C",163,8453,9113,9.6344,10.012,23,42,363,0.376,446,0.462,"chain-prev","sat-loop",2147483647
"sorter.3","dve2C",229,16202,17366,11.881,12.626,26,58,571,0.3786,675.7,0.4481,"chain-prev","sat-like",5
"sorter.4","dve2C",229,16214,17392,11.913,12.651,26,58,572,0.3793,677.6,0.4493,"chain-prev","sat-loop",2147483647
"sorter.5","dve2C",229,16182,17324,11.77,12.516,26,58,565,0.3747,662.6,0.4394,"bfs-prev","sat-loop",10
