filename,filetype,predict-order,predict-saturation,predict-sat-granularity,actual-order,actual-saturation,actual-sat-granularity
cambridge.6,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
cambridge.7,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
CircularTrain-012,pnml,chain-prev,sat-like,1,chain,sat-like,10
CircularTrain-024,pnml,chain-prev,sat-like,1,chain,sat-like,10
CircularTrain-048,pnml,chain-prev,sat-like,1,chain,sat-like,5
CircularTrain-096,pnml,chain-prev,sat-like,1,chain,sat-like,5
CircularTrain-192,pnml,chain-prev,sat-like,1,chain,sat-like,5
dlcsh_2_a,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,80
extinction.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
extinction.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,40
extinction.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
extinction.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.1,dve2C,chain-prev,sat-like,1,chain,sat-loop,5
fischer.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
fischer.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
fischer.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.7,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
gear.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
gear.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
IBM5964,pnml,chain-prev,sat-like,1,chain,sat-like,20
IBM703,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
Kanban-10,pnml,chain-prev,sat-like,1,chain,sat-loop,5
Kanban-20,pnml,chain-prev,sat-like,1,chain,sat-like,5
Kanban-5,pnml,chain-prev,sat-like,1,chain,sat-like,5
leader_election.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
leader_election.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
leader_election.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_election.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_filters.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_filters.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_filters.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_filters.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
leader_filters.6,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
leader_filters.7,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
MAPK-20,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-40,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-8,pnml,chain-prev,sat-like,1,chain,sat-like,1
MAPK-80,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
parking_1_4,pnml,chain-prev,sat-like,1,chain,sat-loop,10
parking_2_8,pnml,chain-prev,sat-like,1,chain,sat-like,1
parking_4_16,pnml,chain-prev,sat-like,1,chain,sat-like,1
parking_4_32,pnml,chain-prev,sat-like,1,chain,sat-like,1
Peterson-2,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
Peterson-3,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
Philosophers-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
Philosophers-100,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-1000,pnml,chain-prev,sat-like,1,chain,sat-like,40
Philosophers-20,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-200,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-2000,pnml,chain-prev,sat-like,1,chain,sat-like,20
Philosophers-5,pnml,chain-prev,sat-like,1,chain-prev,sat-like,20
Philosophers-50,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
Philosophers-500,pnml,chain-prev,sat-like,1,chain,sat-like,20
production_cell.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
production_cell.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
public_subscribe.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
public_subscribe.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
raft_02,pnml,chain-prev,sat-like,1,chain,sat-like,20
raft_03,pnml,chain-prev,sat-like,1,chain,sat-like,40
raft_04,pnml,chain-prev,sat-like,1,chain,sat-like,40
raft_05,pnml,chain-prev,sat-like,1,chain,sat-like,40
raft_06,pnml,chain-prev,sat-like,1,chain,sat-like,80
ring,pnml,chain-prev,sat-like,1,chain,sat-like,10
sg-2-1-2,pnml,chain-prev,sat-like,1,chain,sat-like,1
simple_lbs-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
simple_lbs-2,pnml,chain-prev,sat-like,1,chain,sat-like,1
simple_lbs-5,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
SmallOperatingSystem-MT0016DC0008,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0032DC0008,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
SmallOperatingSystem-MT0032DC0016,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0064DC0016,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0064DC0032,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
SmallOperatingSystem-MT0128DC0032,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
SmallOperatingSystem-MT0128DC0064,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
SmallOperatingSystem-MT0256DC0064,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
sorter.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
sorter.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
sorter.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
sorter.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
sorter.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
synapse.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
synapse.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
synapse.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
synapse.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
synapse.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
synapse.7,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,10
trg_1-20-0,pnml,chain-prev,sat-like,1,chain-prev,none,
trg_1-50-0,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
UtahNoC,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
