filename,filetype,predict-order,predict-saturation,predict-sat-granularity,actual-order,actual-saturation,actual-sat-granularity
deploy_3_a,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
deploy_4_a,pnml,chain-prev,sat-like,1,chain,sat-loop,5
deploy_5_a,pnml,chain-prev,sat-like,1,chain,sat-loop,20
deploy_6_a,pnml,chain-prev,sat-like,1,chain,sat-loop,1
deploy_7_a,pnml,chain-prev,sat-like,1,chain,sat-like,80
dlcsh_2_a,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,80
dnawalk-01,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
dnawalk-02,pnml,chain-prev,sat-like,1,chain,sat-loop,1
dnawalk-03,pnml,chain-prev,sat-like,1,chain,none,
dnawalk-04,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,20
dnawalk-05,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,10
dnawalk-06,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,10
dnawalk-07,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,10
dnawalk-08,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
dnawalk-09,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
dnawalk-10,pnml,chain-prev,sat-like,1,chain,sat-like,5
dnawalk-11,pnml,chain-prev,sat-like,1,chain,sat-like,5
dnawalk-12,pnml,chain-prev,sat-like,1,chain,sat-loop,20
dnawalk-13,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,20
dnawalk-14,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,20
dnawalk-15,pnml,chain-prev,sat-like,1,chain,sat-like,20
elevator.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
elevator.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
elevator.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
elevator.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
erk-000001,pnml,chain-prev,sat-like,1,bfs,sat-like,1
erk-000010,pnml,chain-prev,sat-like,1,bfs,sat-loop,1
erk-000100,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
firewire_link.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
hanoi.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
hanoi.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,2147483647
ht_d2k1p8b00,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
ht_d2k2p1b00,pnml,chain-prev,sat-like,1,chain,sat-like,1
IBM703,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
IBMB2S565S3960,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
IOTP_c1m1p1d1,pnml,chain-prev,sat-like,1,chain,sat-like,5
IOTP_c3m3p3d3,pnml,chain-prev,sat-like,1,chain,sat-like,5
IOTP_c5m4p3d2,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,5
Kanban-10,pnml,chain-prev,sat-like,1,chain,sat-loop,5
Kanban-20,pnml,chain-prev,sat-like,1,chain,sat-like,5
Kanban-5,pnml,chain-prev,sat-like,1,chain,sat-like,5
leader_election.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
leader_election.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
leader_election.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_election.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
lifts.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
lifts.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lifts.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lifts.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lifts.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lifts.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lifts.7,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
lifts.8,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lup.1,dve2C,chain-prev,sat-like,1,bfs-prev,none,
lup.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
lup.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
lup.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
mcs.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
mcs.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.4,dve2C,chain-prev,sat-like,1,chain,sat-like,2147483647
mcs.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
mcs.6,dve2C,chain-prev,sat-like,1,chain,sat-like,1
msmie.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
msmie.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
msmie.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
msmie.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,5
parking_1_4,pnml,chain-prev,sat-like,1,chain,sat-loop,10
parking_2_8,pnml,chain-prev,sat-like,1,chain,sat-like,1
parking_4_16,pnml,chain-prev,sat-like,1,chain,sat-like,1
parking_4_32,pnml,chain-prev,sat-like,1,chain,sat-like,1
peg_solitaire.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
peg_solitaire.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
peg_solitaire.5,dve2C,chain-prev,sat-like,1,chain,sat-loop,5
Peterson-2,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
Peterson-3,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
Philosophers-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
Philosophers-100,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-1000,pnml,chain-prev,sat-like,1,chain,sat-like,40
Philosophers-20,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-200,pnml,chain-prev,sat-like,1,chain,sat-like,10
Philosophers-2000,pnml,chain-prev,sat-like,1,chain,sat-like,20
Philosophers-5,pnml,chain-prev,sat-like,1,chain-prev,sat-like,20
Philosophers-50,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
Philosophers-500,pnml,chain-prev,sat-like,1,chain,sat-like,20
QCertifProtocol_02-unfold,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
QCertifProtocol_06-unfold,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
rwmutex-r10w10,pnml,chain-prev,sat-like,1,chain,sat-like,20
rwmutex-r10w100,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
rwmutex-r10w1000,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
rwmutex-r10w20,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,20
rwmutex-r10w50,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,5
rwmutex-r10w500,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,80
rwmutex-r20w10,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,5
simple_lbs-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
simple_lbs-2,pnml,chain-prev,sat-like,1,chain,sat-like,1
simple_lbs-5,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
sorter.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
sorter.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
sorter.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
sorter.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
sorter.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
