filename,filetype,order,saturation,sat.granularity,timeAvg,timeSd,solvedCount,peak.nodes,timeBest,memBest,timeMark,memMark,minMemMark,minTimeMark,maxSolvedCount,minSd
soli0_square5,pnml,chain-prev,sat-like,1,32.406,3.7133129862,10,95181,17.805,95181,1.8200505476,1,1,1.8200505476,10,3.7133129862
sorter.1,dve2C,chain-prev,sat-loop,20,0.165,0.0411636301,10,1697,0.1453333333,1697,1.1353211009,1,1,1.1353211009,10,0.0411636301
sorter.2,dve2C,chain-prev,sat-loop,20,0.133,0.0316403399,10,1260,0.101,1260,1.3168316832,1,1,1.3168316832,10,0.0316403399
sorter.3,dve2C,chain-prev,sat-like,5,2.487,0.3192021303,10,20166,2.487,20166,1,1,1,1,10,0.3192021303
sorter.4,dve2C,chain-prev,sat-like,1,36.716,0.7817530158,10,34915,21.1323333333,34915,1.7374323706,1,1,1.7374323706,10,0.7817530158
sorter.5,dve2C,chain-prev,sat-like,1,2.116,0.0843537525,10,8018,1.559,8018,1.3572803079,1,1,1.3572803079,10,0.0843537525
SwimmingPool-1,pnml,chain-prev,sat-loop,5,0.113,0.008232726,10,6729,0.113,6729,1,1,1,1,10,0.008232726
SwimmingPool-2,pnml,chain-prev,sat-loop,5,1.176,0.1119722188,10,62174,1.176,62174,1,1,1,1,10,0.1119722188
SwimmingPool-3,pnml,chain-prev,sat-like,5,5.27,0.1825741858,10,254594,5.27,254594,1,1,1,1,10,0.1825741858
SwimmingPool-4,pnml,chain-prev,sat-loop,5,18.571,2.8482370766,10,718489,18.571,718489,1,1,1,1,10,2.8482370766
synapse.1,dve2C,chain-prev,sat-like,5,0.714,0.0676921134,10,13182,0.675,13182,1.0577777778,1,1,1.0577777778,10,0.0676921134
synapse.2,dve2C,chain-prev,sat-like,1,0.688,0.020976177,10,10011,0.673,10011,1.0222882615,1,1,1.0222882615,10,0.020976177
synapse.3,dve2C,bfs-prev,sat-like,1,2.129,0.2263944444,10,29215,2.123,29215,1.0028261894,1,1,1.0028261894,10,0.2263944444
synapse.4,dve2C,chain-prev,sat-like,1,8.408,1.6134834641,10,92305,6.577,92305,1.2783944047,1,1,1.2783944047,10,1.6134834641
synapse.5,dve2C,chain-prev,sat-like,1,2.11,0.0501109879,10,22810,2.11,22810,1,1,1,1,10,0.0501109879
synapse.6,dve2C,chain-prev,sat-like,1,4.692,0.0935473736,10,41006,4.061,41006,1.1553804482,1,1,1.1553804482,10,0.0935473736
synapse.7,dve2C,chain-prev,sat-loop,20,19.164,3.0996279347,10,161913,17.756,161913,1.079297139,1,1,1.079297139,10,3.0996279347
tcp10,pnml,chain,sat-loop,10,63.921,2.9106831959,10,912129,63.921,912129,1,1,1,1,10,2.9106831959
tcp5,pnml,chain,sat-loop,10,1.279,0.1513237882,10,27672,1.279,27672,1,1,1,1,10,0.1513237882
TokenRing-10-unfolded,pnml,chain-prev,sat-like,1,1.724,0.2396849784,10,3160,1.724,3160,1,1,1,1,10,0.2396849784
TokenRing-15-unfolded,pnml,chain-prev,sat-like,40,35.636,2.3236953329,10,12893,35.636,12893,1,1,1,1,10,2.3236953329
TokenRing-20-unfolded,pnml,chain-prev,sat-like,1,1198.645,777.187507037,4,,1198.645,,1,,,1,4,777.187507037
TokenRing-5-unfolded,pnml,chain-prev,sat-like,1,0.049,0.0073786479,10,475,0.049,475,1,1,1,1,10,0.0073786479
trg_1-20-0,pnml,chain-prev,none,,0.407,0.0419126075,10,7327,0.407,7327,1,1,1,1,10,0.0419126075
trg_1-50-0,pnml,chain-prev,sat-loop,2147483647,3.395,0.4744605574,40,38422,2.54,38422,1.3366141732,1,1,1.3366141732,40,0.4744605574
unf-8x8-4stageSEN-01,pnml,bfs-prev,sat-loop,2147483647,11.143,0.2590173739,10,71327,11.143,71327,1,1,1,1,10,0.2590173739
UtahNoC,pnml,chain-prev,sat-like,10,140.383,5.3566283965,10,43136,140.383,43136,1,1,1,1,10,5.3566283965
Vasy2003,pnml,chain,sat-loop,2147483647,130.884,4.3799446978,10,194929,49.614,194929,2.6380457129,1,1,2.6380457129,10,4.3799446978
