"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"angiogenesis-01","pnml",206,14587,16457,18.274,19.476,39,64,699,0.28,923,0.3698,"chain-prev","sat-like",5
"angiogenesis-05","pnml",206,14587,16457,18.274,19.476,39,64,699,0.28,923,0.3698,"chain","sat-like",10
"angiogenesis-10","pnml",206,14587,16457,18.274,19.476,39,64,699,0.28,923,0.3698,"bfs","sat-like",5
"angiogenesis-15","pnml",206,14587,16457,18.274,19.476,39,64,699,0.28,923,0.3698,"chain","sat-like",5
"at.1","dve2C",103,4713,5393,10.444,10.953,10,43,131,0.305,158,0.367,"chain-prev","sat-loop",5
"at.2","dve2C",103,4713,5393,10.444,10.953,10,43,131,0.305,158,0.367,"chain-prev","sat-loop",5
"at.3","dve2C",152,8773,9771,13.183,14.161,12,57,187,0.273,228,0.333,"chain-prev","sat-like",1
"at.4","dve2C",201,12098,13448,15.275,16.414,14,71,253,0.255,314,0.316,"bfs-prev","sat-like",1
"at.5","dve2C",201,12098,13448,15.275,16.414,14,71,253,0.255,314,0.316,"chain-prev","sat-like",1
"at.6","dve2C",201,12098,13448,15.275,16.414,14,71,253,0.255,314,0.316,"chain-prev","sat-like",1
"at.7","dve2C",250,16077,17771,16.697,17.841,16,85,329,0.2419,413.1,0.3038,"chain-prev","sat-like",5
"blocks.2","dve2C",197,21922,24761,27.635,28.871,14,20,232,0.829,411,1.47,"bfs-prev","sat-loop",1
"blocks.3","dve2C",313,52821,58541,35.4465,36.7891,18,26,395,0.844,711,1.52,"chain-prev","sat-like",1
"bopdp.1","dve2C",212,21150,22959,17.743,18.889,26,79,434,0.2113,534,0.26,"chain-prev","sat-like",1
"bopdp.2","dve2C",165,12604,14221,15.113,15.709,24,79,295,0.1556,321.8,0.1697,"bfs-prev","sat-like",1
"bopdp.3","dve2C",212,21150,22959,17.743,18.889,26,79,434,0.2113,534,0.26,"chain-prev","sat-loop",10
"bridge.1","dve2C",198,19141,20944,17.168,17.896,10,41,295,0.72,442,1.08,"chain-prev","sat-like",2147483647
"bridge.2","dve2C",298,41955,44874,19.974,20.861,12,61,513,0.701,751,1.03,"chain-prev","sat-loop",2147483647
"bridge.3","dve2C",398,76741,80805,26.8088,28.3088,14,81,771,0.6799,1105,0.9746,"bfs-prev","sat-loop",2147483647
"BridgeAndVehicles-V04-P05-N02-unfolded","pnml",307,35424,39027,31.2241,33.5608,28,52,712,0.489,995.1,0.6835,"chain-prev","sat-like",1
"BridgeAndVehicles-V10-P10-N10-unfolded","pnml",1882,1351587,1392332,55.17668,56.85824,48,288,6601,0.4775,9084.9,0.65718,"chain-prev","sat-like",1
"BridgeAndVehicles-V20-P10-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"chain-prev","sat-like",5
"BridgeAndVehicles-V20-P10-N20-unfolded","pnml",6532,16706067,16910459,88.486215,90.4986,78,968,,,,,"bfs-prev","sat-like",10
"BridgeAndVehicles-V20-P20-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"bfs-prev","sat-like",1
"brp2.1","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",5
"brp2.2","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"chain-prev","sat-like",1
"brp2.3","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"brp2.4","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"brp2.5","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"brp2.6","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"cambridge.1","dve2C",288,50373,56305,25.5187,27.0045,18,56,517,0.5129,729.7,0.7239,"chain-prev","sat-loop",10
"cambridge.2","dve2C",294,53191,59242,25.2487,26.7325,18,58,527,0.5048,738.6,0.7074,"chain-prev","sat-loop",10
"cambridge.3","dve2C",325,64188,71491,28.4665,30.0422,20,56,589,0.5259,855.4,0.7638,"chain-prev","sat-loop",10
"cambridge.4","dve2C",357,79121,87848,31.6009,33.3176,22,56,625,0.5073,922.5,0.7488,"chain-prev","none",
"cambridge.5","dve2C",560,193412,212137,45.2641,47.7662,32,58,1024,0.5517,1625,0.8756,"chain-prev","sat-loop",20
"cambridge.6","dve2C",732,327363,357291,59.4723,62.9381,42,56,1348,0.5731,2234,0.9498,"bfs-prev","sat-like",1
"cambridge.7","dve2C",940,545382,591974,72.31592,77.03024,52,58,1734,0.5749,2920,0.9682,"chain-prev","sat-like",20
"circadian_clock-000001","pnml",32,1009,1382,8.268,8.642,14,16,66,0.295,80.3,0.358,"bfs-prev","sat-like",5
"circadian_clock-000010","pnml",32,1009,1382,8.268,8.642,14,16,66,0.295,80.3,0.358,"chain","sat-loop",10
"circadian_clock-000100","pnml",32,1009,1382,8.268,8.642,14,16,66,0.295,80.3,0.358,"chain","sat-loop",10
"CircularTrain-012","pnml",46,1445,1727,9.048,9.312,24,12,98,0.34,130,0.45,"chain","sat-loop",2147483647
"CircularTrain-024","pnml",43,3039,3680,9.8393,10.019,48,24,205,0.178,235.5,0.2045,"chain","sat-like",40
"CircularTrain-048","pnml",39,6066,7574,10.2738,10.3717,96,48,423,0.0918,454.5,0.09863,"chain","sat-loop",80
"CircularTrain-096","pnml",39,12453,15318,10.2664,10.3321,192,96,855,0.046387,887.85,0.048169,"chain","sat-like",40
"CircularTrain-192","pnml",41,25175,30926,10.41741,10.46547,384,192,1726,0.02341,1757.9,0.023843,"chain","sat-like",10
"closed_system1","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-loop",40
"closed_system2","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",40
"closed_system3","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",80
"closed_system4","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-loop",80
"closed_system5","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",40
"collision.1","dve2C",60,2716,3294,9.437,10.462,14,31,115,0.265,137,0.315,"chain-prev","sat-like",1
"collision.2","dve2C",60,2716,3294,9.437,10.462,14,31,115,0.265,137,0.315,"bfs-prev","sat-like",1
"collision.3","dve2C",95,5410,6153,12.794,14.332,18,42,168,0.222,193,0.256,"bfs-prev","sat-like",1
"collision.4","dve2C",134,7569,8903,15.562,17.467,22,53,226,0.1938,276.9,0.2375,"bfs-prev","sat-like",1
"collision.5","dve2C",134,7569,8903,15.562,17.467,22,53,226,0.1938,276.9,0.2375,"bfs-prev","sat-like",1
"collision.6","dve2C",175,10727,12599,17.153,18.962,26,64,291,0.1749,348,0.2091,"bfs-prev","sat-like",1
"cs_repetitions-2-unfolded","pnml",96,3949,4922,14.647,15.415,23,28,233,0.362,317,0.493,"chain","sat-like",1
"cs_repetitions-3-unfolded","pnml",365,38112,43871,29.4205,31.7167,58,81,1805,0.3842,2526,0.5376,"chain-prev","sat-like",1
"cs_repetitions-4-unfolded","pnml",869,192776,216445,60.3352,64.607,117,176,8468,0.41123,11640,0.56525,"bfs-prev","sat-like",10
"cyclic_scheduler.1","dve2C",59,4359,5559,10.926,11.304,32,48,216,0.1406,247,0.1608,"chain-prev","sat-like",10
"cyclic_scheduler.2","dve2C",58,2534,3352,10.126,10.652,20,30,132,0.22,161,0.269,"chain-prev","none",
"cyclic_scheduler.3","dve2C",59,7376,9435,11.2991,11.5707,52,78,360,0.08876,394.4,0.09724,"chain-prev","sat-loop",20
"cyclic_scheduler.4","dve2C",59,4950,6393,10.971,11.319,36,54,246,0.1265,278.9,0.1435,"chain-prev","sat-loop",2147483647
"database2UNFOLD","pnml",37,2111,2964,9.0886,9.3036,38,32,188,0.1546,209.5,0.1723,"chain","sat-like",5
"database4UNFOLD","pnml",520,63249,77399,48.6418,53.7687,140,128,3696,0.20625,5030.1,0.2807,"chain","sat-like",10
"dekker-10","pnml",762,184754,203056,38.3309,39.6745,50,120,3083,0.5138,4626,0.7709,"chain-prev","sat-like",5
"dekker-15","pnml",1682,887942,945043,57.28736,59.10158,75,255,10193,0.53297,15350,0.8026,"chain-prev","sat-like",10
"deploy_2_a","pnml",510,160688,188151,50.2674,53.5239,69,174,2804,0.23355,3627.5,0.30214,"bfs-prev","sat-like",10
"deploy_3_a","pnml",1248,625953,735885,98.34565,111.1699,104,308,7951,0.24822,10426,0.32549,"chain-prev","sat-like",20
"deploy_4_a","pnml",2137,1715322,1910672,128.0947,141.2273,141,475,17679,0.26396,22160,0.33087,"chain","sat-like",20
"deploy_5_a","pnml",3068,3562699,4042489,178.8129,203.16999,180,675,32411,0.266757,41833.8,0.344311,"chain-prev","sat-like",10
"deploy_6_a","pnml",4364,6921888,7710911,221.99842,251.49877,221,908,56743,0.282771,72488.2,0.361235,"chain","sat-like",40
"deploy_7_a","pnml",5871,12898639,14294347,314.16965,360.11477,264,1174,86284,0.278393,108736,0.350832,"chain","sat-like",80
"des_00_a","pnml",462,42960,48062,23.4316,24.4829,115,76,1251,0.1431,1685,0.1928,"chain","sat-like",5
"des_01_a","pnml",480,46783,52331,23.9391,24.9884,119,76,1307,0.1445,1727,0.191,"chain","sat-like",5
"des_02_a","pnml",442,49723,55707,24.51,25.498,123,80,1407,0.143,1877,0.1907,"chain","sat-like",10
"distributeur-01-unfolded-02","pnml",488,103588,109873,25.8209,26.6104,24,72,786,0.4549,1083,0.6265,"chain-prev","sat-like",1
"dlcsh_2_a","pnml",2627,1728643,1833071,98.558833,106.61139,188,888,32197,0.192861,45643.8,0.273408,"chain-prev","sat-loop",80
"dnawalk-01","pnml",225,22305,24337,17.648,18.778,13,82,354,0.3321,435.4,0.4084,"chain-prev","sat-like",1
"dnawalk-02","pnml",231,26766,28367,20.416,22.124,14,84,392,0.3333,469.3,0.3991,"chain","sat-loop",10
"dnawalk-03","pnml",242,21599,23795,18.382,19.584,14,84,387,0.3291,492.4,0.4187,"chain","sat-loop",10
"dnawalk-04","pnml",494,113242,122025,27.6357,28.9045,34,250,1565,0.1841,1889,0.2222,"bfs-prev","sat-like",1
"dnawalk-05","pnml",419,122292,130977,30.1912,31.9227,34,250,1553,0.1827,1879,0.2211,"chain-prev","sat-like",1
"dnawalk-06","pnml",510,114477,122467,23.7274,24.6043,34,250,1592,0.1873,1945,0.2288,"bfs-prev","sat-like",1
"dnawalk-07","pnml",569,136899,143781,30.3398,33.1948,34,250,1759,0.2069,2246,0.2642,"bfs-prev","sat-like",10
"dnawalk-08","pnml",758,205818,220869,39.2941,41.7897,27,260,1874,0.267,2216,0.3156,"bfs-prev","sat-like",1
"dnawalk-09","pnml",744,196148,209465,37.4093,39.3978,27,260,1832,0.261,2158,0.3074,"chain-prev","sat-like",1
"dnawalk-10","pnml",774,209161,224927,40.2578,42.4921,27,260,2079,0.2962,2664,0.3795,"bfs-prev","sat-like",1
"dnawalk-11","pnml",773,204762,222048,42.0013,43.6979,27,260,1942,0.2766,2343,0.3338,"chain-prev","sat-like",1
"dnawalk-12","pnml",926,230522,247822,37.5983,39.3443,33,312,2332,0.2265,2688.9,0.26116,"bfs-prev","sat-like",1
"dnawalk-13","pnml",869,254075,271196,39.768,41.7927,33,312,2334,0.22669,2872.2,0.27897,"bfs-prev","sat-like",20
"dnawalk-14","pnml",942,233329,249142,35.9043,37.3418,33,312,2428,0.23582,2883,0.28001,"chain-prev","sat-like",1
"dnawalk-15","pnml",942,261327,279160,41.5297,43.2546,33,312,2657,0.25806,3353.6,0.32572,"bfs","sat-like",20
"elevator.1","dve2C",134,7924,9042,14.657,16.036,27,38,286,0.2788,359.1,0.35,"bfs-prev","sat-like",5
"elevator.2","dve2C",117,6665,7555,15.032,16.212,24,32,262,0.341,310,0.403,"chain-prev","sat-like",1
"elevator2.1","dve2C",28,622,722,5.778,6.304,11,14,33,0.214,35.1,0.228,"chain","sat-loop",1
"elevator2.2","dve2C",58,2295,2523,6.6538,7.0615,16,27,91,0.211,119,0.276,"chain-prev","sat-loop",2147483647
"elevator2.3","dve2C",71,2207,2459,5.354,5.538,20,23,136,0.296,143,0.312,"chain-prev","sat-loop",5
"elevator.3","dve2C",219,18226,19677,18.387,19.946,38,52,747,0.378,984.7,0.4983,"chain-prev","sat-loop",20
"elevator.4","dve2C",177,11823,13313,16.051,17.757,36,44,499,0.315,686.7,0.4335,"bfs-prev","sat-like",5
"EnergyBus","pnml",50205,1432871160,1631504712,,,157,4430,483379,0.694999,817255,1.17504,"chain-prev","sat-like",5
"erk-000001","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"bfs","sat-like",1
"erk-000010","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",1
"erk-000100","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",5
"exit.1","dve2C",187,15866,17083,11.805,12.497,26,45,376,0.3214,437.5,0.3739,"bfs-prev","sat-loop",2147483647
"exit.2","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.3","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.4","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.5","dve2C",506,86890,95306,37.8663,40.1744,30,133,1614,0.4045,2606,0.6531,"chain","sat-loop",2147483647
"extinction.1","dve2C",267,34508,39129,24.0879,27.4141,40,79,538,0.1703,647.4,0.2049,"chain-prev","sat-like",1
"extinction.2","dve2C",484,93325,103697,41.649,47.4638,61,79,923,0.1915,1273,0.2641,"chain-prev","sat-like",5
"extinction.3","dve2C",453,53867,61252,31.6538,35.4373,49,112,911,0.166,1141,0.2079,"chain-prev","sat-like",5
"extinction.4","dve2C",327,83529,93050,31.8883,35.6371,49,120,963,0.1638,1052,0.179,"chain-prev","sat-like",1
"firewire_link.2","dve2C",1516,1016738,1050063,32.10268,33.59509,35,412,3980,0.27601,4533.5,0.31439,"chain-prev","sat-like",5
"firewire_link.3","dve2C",1605,1002014,1032882,33.78263,35.06651,35,415,4549,0.31318,5251.5,0.36155,"chain-prev","sat-like",1
"firewire_link.5","dve2C",2382,2293821,2363165,40.17258,43.27789,50,610,8671,0.2843,10464,0.34307,"chain-prev","sat-like",1
"fischer.1","dve2C",40,906,1040,6.984,7.354,8,19,48,0.316,56.5,0.372,"chain","sat-loop",5
"fischer.2","dve2C",60,1534,1751,9.179,9.924,10,25,70,0.28,84.4,0.338,"chain-prev","sat-like",1
"fischer.3","dve2C",100,2973,3390,9.7177,10.237,14,37,126,0.243,156,0.302,"bfs-prev","sat-like",1
"fischer.4","dve2C",120,3873,4379,9.9514,10.419,16,43,160,0.233,200,0.291,"chain-prev","sat-like",1
"fischer.5","dve2C",120,3873,4379,9.9514,10.419,16,43,160,0.233,200,0.291,"bfs-prev","sat-like",1
"fischer.6","dve2C",140,4910,5488,10.128,10.555,18,49,198,0.224,250,0.283,"chain-prev","sat-like",1
"fischer.7","dve2C",140,4910,5488,10.128,10.555,18,49,198,0.224,250,0.283,"bfs-prev","sat-like",1
"FMS-10","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","sat-loop",10
"FMS-100","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"FMS-2","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","none",
"FMS-20","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"FMS-200","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-like",1
"FMS-5","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","sat-loop",10
"FMS-50","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"galloc_res-3","pnml",43388,673311297,767907128,3362.91784,,33,4791,89508,0.566137,128244,0.811143,"chain-prev","sat-like",1
"gear.1","dve2C",183,14160,15880,15.51,16.392,13,50,238,0.366,308,0.473,"chain-prev","sat-like",1
"gear.2","dve2C",183,14160,15880,15.51,16.392,13,50,238,0.366,308,0.473,"chain-prev","sat-like",1
"G-PPP-1000-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-loop",2147483647
"G-PPP-1000-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-1000-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",2147483647
"G-PPP-100-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-10000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",1
"G-PPP-100-100000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-10-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",20
"G-PPP-10-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-loop",20
"G-PPP-1-1","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",10
"G-PPP-1-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain","none",
"G-PPP-1-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",5
"G-PPP-1-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",10
"hanoi.1","dve2C",157,12569,13667,13.381,14.208,36,6,168,0.778,285,1.32,"bfs-prev","sat-loop",20
"hanoi.2","dve2C",217,24019,25545,14.158,14.923,48,6,232,0.806,402,1.39,"chain-prev","sat-like",2147483647
"HouseConstruction-002","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain","sat-loop",20
"HouseConstruction-005","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain-prev","sat-like",5
"HouseConstruction-010","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain-prev","sat-like",5
"HouseConstruction-020","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain-prev","sat-like",5
"HouseConstruction-050","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"bfs-prev","sat-like",1
"ht_d2k1p8b00","pnml",71,2427,2979,12.95,13.59,13,16,128,0.615,185,0.891,"chain","sat-like",2147483647
"ht_d2k2p1b00","pnml",161,18490,22840,23.8495,24.8135,52,64,784,0.2356,958.2,0.2879,"chain","sat-like",1
"IBM319","pnml",161,16673,19896,10.2236,10.8744,253,178,1341,0.029778,1340.4,0.029765,"chain-prev","sat-like",10
"IBM5964","pnml",136,20372,23531,11.0085,11.5781,263,139,1405,0.038433,1586.9,0.043409,"chain","sat-like",40
"IBM703","pnml",269,20224,25679,10.6449,11.36919,262,284,1871,0.025145,2092.4,0.028121,"chain-prev","sat-like",10
"IBMB2S565S3960","pnml",161,19171,22392,10.27148,10.79144,273,179,1482,0.030327,1492,0.030532,"chain-prev","sat-like",10
"IOTP_c1m1p1d1","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-like",40
"IOTP_c3m3p3d3","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-loop",20
"IOTP_c5m4p3d2","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-loop",40
"iprotocol.1","dve2C",71,4805,5547,10.216,11.065,23,35,175,0.217,219,0.272,"chain-prev","sat-loop",10
"iprotocol.2","dve2C",72,5110,5905,10.244,11.068,25,35,190,0.217,245,0.28,"chain-prev","sat-like",1
"iprotocol.3","dve2C",86,5819,6696,10.293,11.073,29,35,220,0.2167,299.6,0.2952,"chain-prev","sat-like",1
"iprotocol.4","dve2C",100,6646,7587,10.335,11.078,33,35,250,0.2165,354.8,0.3072,"chain-prev","sat-loop",20
"iprotocol.5","dve2C",114,7573,8578,10.371,11.082,37,35,280,0.2162,410.6,0.3171,"chain-prev","sat-loop",20
"iprotocol.6","dve2C",114,7573,8578,10.371,11.082,37,35,280,0.2162,410.6,0.3171,"chain-prev","sat-loop",20
"iprotocol.7","dve2C",128,8600,9669,10.403,11.085,41,35,310,0.216,466.8,0.3253,"chain-prev","sat-like",10
"Kanban-10","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"Kanban-20","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"Kanban-5","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"Kanban-50","pnml",34,777,982,5.764,6.024,16,16,,,,,"chain","sat-like",10
