filename,filetype,order,saturation,sat.granularity,timeAvg,timeSd,solvedCount,peak.nodes,timeBest,memBest,timeMark,memMark,minMemMark,maxSolvedCount,minSd
lifts.5,dve2C,chain-prev,sat-like,1,7.956,0.1746234043,10,56268,7.956,51818,1,1.0858774943,1.0858774943,10,0.1746234043
lifts.6,dve2C,chain-prev,sat-like,1,18.924,0.8948643597,10,110401,18.924,104788,1,1.0535652937,1.0535652937,10,0.8948643597
lifts.7,dve2C,bfs-prev,sat-like,1,96.575,2.1168228289,10,354927,96.575,326693,1,1.0864236454,1.0864236454,10,2.1168228289
lifts.8,dve2C,chain-prev,sat-like,1,246.138,6.4114720099,10,,246.138,691231,1,,,10,6.4114720099
lup.1,dve2C,bfs-prev,sat-like,80,0.022,0.0091893658,10,460,0.022,432,1,1.0648148148,1.0648148148,10,0.0091893658
lup.2,dve2C,bfs-prev,sat-like,80,6.156,0.2600085469,10,11436,6.156,11436,1,1,1,10,0.2600085469
lup.3,dve2C,bfs-prev,sat-like,80,27.291,1.4170583772,10,20060,27.291,20060,1,1,1,10,1.4170583772
lup.4,dve2C,bfs-prev,sat-loop,20,121.032,6.3737600973,10,32676,121.032,32676,1,1,1,10,6.3737600973
MAPK-20,pnml,chain,sat-like,1,0.575,0.0983474566,10,11387,0.575,4507,1,2.5265143111,2.5265143111,10,0.0983474566
MAPK-40,pnml,chain,sat-like,1,8.445,0.9667040223,10,110546,8.445,24492,1,4.5135554467,4.5135554467,10,0.9667040223
MAPK-8,pnml,chain,sat-like,1,0.048,0.0078881064,10,987,0.048,700,1,1.41,1.41,10,0.0078881064
MAPK-80,pnml,chain,sat-loop,2147483647,224.464,12.1685982028,10,155462,224.464,155462,1,1,1,10,12.1685982028
mcs.1,dve2C,chain-prev,sat-like,1,0.1,0.0066666667,10,1145,0.1,1145,1,1,1,10,0.0066666667
mcs.2,dve2C,chain-prev,sat-like,5,0.018,0.0042163702,10,383,0.018,383,1,1,1,10,0.0042163702
mcs.3,dve2C,chain-prev,sat-like,1,2.54,0.1455258664,10,24692,2.54,24692,1,1,1,10,0.1455258664
mcs.4,dve2C,chain,sat-like,2147483647,0.029,0.0073786479,10,919,0.029,722,1,1.2728531856,1.2728531856,10,0.0073786479
mcs.5,dve2C,bfs-prev,sat-like,1,55.808,2.4690745005,10,274854,55.808,274854,1,1,1,10,2.4690745005
mcs.6,dve2C,chain,sat-like,1,0.148,0.0078881064,10,3713,0.148,3469,1,1.070337273,1.070337273,10,0.0078881064
msmie.1,dve2C,bfs-prev,sat-loop,10,0.041,0.0056764621,10,426,0.041,388,1,1.0979381443,1.0979381443,10,0.0056764621
msmie.2,dve2C,chain-prev,sat-loop,10,0.061,0.0073786479,10,513,0.061,463,1,1.1079913607,1.1079913607,10,0.0073786479
msmie.3,dve2C,chain-prev,sat-like,1,0.177,0.0067494856,10,1637,0.177,1497,1,1.0935203741,1.0935203741,10,0.0067494856
msmie.4,dve2C,bfs-prev,sat-loop,5,0.457,0.0133749351,10,3983,0.457,3121,1,1.2761935277,1.2761935277,10,0.0133749351
MultiwaySync,pnml,chain,sat-like,20,3.359,0.3637596887,10,4138,3.359,3097,1,1.3361317404,1.3361317404,10,0.3637596887
needham.1,dve2C,chain-prev,sat-like,1,0.014,0.0051639778,10,322,0.014,322,1,1,1,10,0.0051639778
needham.2,dve2C,chain-prev,sat-like,1,0.156,0.0084327404,10,4281,0.156,4178,1,1.024652944,1.024652944,10,0.0084327404
needham.3,dve2C,chain-prev,sat-like,1,0.376,0.0183787317,10,8002,0.376,7928,1,1.0093340061,1.0093340061,10,0.0183787317
needham.4,dve2C,chain-prev,sat-like,1,2.152,0.0491709038,10,44397,2.152,43917,1,1.0109297083,1.0109297083,10,0.0491709038
open_system_0,pnml,chain-prev,sat-like,5,1.989,0.1998582831,10,9652,1.989,4591,1,2.1023742104,2.1023742104,10,0.1998582831
PaceMaker,pnml,chain,sat-like,1,1.513,0.1536988397,10,2603,1.513,2603,1,1,1,10,0.1536988397
parking_1_4,pnml,chain,sat-loop,10,0.049,0.0073786479,10,874,0.049,657,1,1.3302891933,1.3302891933,10,0.0073786479
parking_2_8,pnml,chain,sat-like,1,0.211,0.0242441287,10,1309,0.211,1309,1,1,1,10,0.0242441287
parking_4_16,pnml,chain,sat-like,1,2.322,0.2342742932,10,12087,2.322,12087,1,1,1,10,0.2342742932
parking_4_32,pnml,chain,sat-like,1,18.086,1.7842595725,10,60403,18.086,60403,1,1,1,10,1.7842595725
peg_solitaire.1,dve2C,bfs-prev,sat-loop,10,2.896,0.1574237029,10,8621,2.896,8621,1,1,1,10,0.1574237029
peg_solitaire.4,dve2C,bfs-prev,sat-loop,20,171.432,9.8239048584,10,123054,171.432,123054,1,1,1,10,9.8239048584
peg_solitaire.5,dve2C,chain,sat-loop,5,35.091,1.2957919072,10,34371,35.091,28006,1,1.2272727273,1.2272727273,10,1.2957919072
peterson.1,dve2C,chain,sat-like,1,0.064,0.006992059,10,766,0.064,766,1,1,1,10,0.006992059
peterson.2,dve2C,chain,sat-loop,5,0.046,0.006992059,10,593,0.046,593,1,1,1,10,0.006992059
