filename,filetype,predict-order,predict-saturation,predict-sat-granularity,actual-order,actual-saturation,actual-sat-granularity
firewire_link.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
firewire_link.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
ht_d2k1p8b00,pnml,chain-prev,sat-like,1,chain,sat-like,2147483647
ht_d2k2p1b00,pnml,chain-prev,sat-like,1,chain,sat-like,1
iprotocol.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
iprotocol.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
iprotocol.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
iprotocol.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
iprotocol.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
iprotocol.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
iprotocol.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
lamport_nonatomic.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.2,dve2C,chain-prev,sat-like,1,chain,sat-like,1
lamport_nonatomic.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
leader_filters.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
leader_filters.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,10
leader_filters.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,5
leader_filters.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
leader_filters.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_filters.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
mcs.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
mcs.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.4,dve2C,chain-prev,sat-like,1,chain,sat-like,1
mcs.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
mcs.6,dve2C,chain-prev,sat-like,1,chain,sat-like,5
PaceMaker,pnml,chain-prev,sat-like,1,chain,sat-like,1
peg_solitaire.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
peg_solitaire.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
peg_solitaire.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,40
philo_dyn-3-unfolded,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
pouring.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
pouring.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
production_cell.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
production_cell.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
protocols.2,dve2C,chain-prev,sat-like,1,chain,sat-like,5
protocols.3,dve2C,chain-prev,sat-like,1,chain,sat-like,2147483647
protocols.4,dve2C,chain-prev,sat-like,1,chain-prev,none,
protocols.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
rwmutex-r10w10,pnml,chain-prev,sat-like,1,chain,sat-like,20
rwmutex-r10w100,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,40
rwmutex-r10w1000,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
rwmutex-r10w20,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,20
rwmutex-r10w50,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,5
rwmutex-r10w500,pnml,chain-prev,sat-like,1,bfs-prev,sat-loop,80
rwmutex-r20w10,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,5
SafeBus-03-unfolded,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
sg-2-1-2,pnml,chain-prev,sat-like,1,chain,sat-like,1
synapse.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
synapse.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
synapse.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
Vasy2003,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
