"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"at.7","dve2C",250,16077,17771,16.697,17.841,16,85,329,0.2419,413.1,0.3038,"chain-prev","sat-like",5
"bopdp.1","dve2C",212,21150,22959,17.743,18.889,26,79,434,0.2113,534,0.26,"chain-prev","sat-like",1
"bopdp.2","dve2C",165,12604,14221,15.113,15.709,24,79,295,0.1556,321.8,0.1697,"bfs-prev","sat-like",1
"bopdp.3","dve2C",212,21150,22959,17.743,18.889,26,79,434,0.2113,534,0.26,"chain-prev","sat-loop",10
"bridge.1","dve2C",198,19141,20944,17.168,17.896,10,41,295,0.72,442,1.08,"chain-prev","sat-like",2147483647
"bridge.2","dve2C",298,41955,44874,19.974,20.861,12,61,513,0.701,751,1.03,"chain-prev","sat-loop",2147483647
"bridge.3","dve2C",398,76741,80805,26.8088,28.3088,14,81,771,0.6799,1105,0.9746,"bfs-prev","sat-loop",2147483647
"BridgeAndVehicles-V04-P05-N02-unfolded","pnml",307,35424,39027,31.2241,33.5608,28,52,712,0.489,995.1,0.6835,"chain-prev","sat-like",1
"BridgeAndVehicles-V10-P10-N10-unfolded","pnml",1882,1351587,1392332,55.17668,56.85824,48,288,6601,0.4775,9084.9,0.65718,"chain-prev","sat-like",1
"BridgeAndVehicles-V20-P10-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"chain-prev","sat-like",5
"BridgeAndVehicles-V20-P20-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"bfs-prev","sat-like",1
"brp2.1","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",5
"brp2.2","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"chain-prev","sat-like",1
"brp2.3","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"brp2.4","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"brp2.5","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"brp2.6","dve2C",93,4492,5434,12.151,12.587,19,33,196,0.313,250,0.399,"bfs-prev","sat-loop",10
"circadian_clock-000001","pnml",32,1009,1382,8.268,8.642,14,16,66,0.295,80.3,0.358,"bfs-prev","sat-like",5
"circadian_clock-000010","pnml",32,1009,1382,8.268,8.642,14,16,66,0.295,80.3,0.358,"chain","sat-loop",10
"circadian_clock-000100","pnml",32,1009,1382,8.268,8.642,14,16,66,0.295,80.3,0.358,"chain","sat-loop",10
"CircularTrain-012","pnml",46,1445,1727,9.048,9.312,24,12,98,0.34,130,0.45,"chain","sat-loop",2147483647
"CircularTrain-024","pnml",43,3039,3680,9.8393,10.019,48,24,205,0.178,235.5,0.2045,"chain","sat-like",40
"CircularTrain-048","pnml",39,6066,7574,10.2738,10.3717,96,48,423,0.0918,454.5,0.09863,"chain","sat-loop",80
"CircularTrain-096","pnml",39,12453,15318,10.2664,10.3321,192,96,855,0.046387,887.85,0.048169,"chain","sat-like",40
"CircularTrain-192","pnml",41,25175,30926,10.41741,10.46547,384,192,1726,0.02341,1757.9,0.023843,"chain","sat-like",10
"closed_system1","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-loop",40
"closed_system2","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",40
"closed_system3","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",80
"closed_system4","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-loop",80
"closed_system5","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",40
"collision.1","dve2C",60,2716,3294,9.437,10.462,14,31,115,0.265,137,0.315,"chain-prev","sat-like",1
"collision.2","dve2C",60,2716,3294,9.437,10.462,14,31,115,0.265,137,0.315,"bfs-prev","sat-like",1
"collision.3","dve2C",95,5410,6153,12.794,14.332,18,42,168,0.222,193,0.256,"bfs-prev","sat-like",1
"collision.4","dve2C",134,7569,8903,15.562,17.467,22,53,226,0.1938,276.9,0.2375,"bfs-prev","sat-like",1
"collision.5","dve2C",134,7569,8903,15.562,17.467,22,53,226,0.1938,276.9,0.2375,"bfs-prev","sat-like",1
"collision.6","dve2C",175,10727,12599,17.153,18.962,26,64,291,0.1749,348,0.2091,"bfs-prev","sat-like",1
"cyclic_scheduler.1","dve2C",59,4359,5559,10.926,11.304,32,48,216,0.1406,247,0.1608,"chain-prev","sat-like",10
"cyclic_scheduler.2","dve2C",58,2534,3352,10.126,10.652,20,30,132,0.22,161,0.269,"chain-prev","none",
"cyclic_scheduler.3","dve2C",59,7376,9435,11.2991,11.5707,52,78,360,0.08876,394.4,0.09724,"chain-prev","sat-loop",20
"cyclic_scheduler.4","dve2C",59,4950,6393,10.971,11.319,36,54,246,0.1265,278.9,0.1435,"chain-prev","sat-loop",2147483647
"database2UNFOLD","pnml",37,2111,2964,9.0886,9.3036,38,32,188,0.1546,209.5,0.1723,"chain","sat-like",5
"database4UNFOLD","pnml",520,63249,77399,48.6418,53.7687,140,128,3696,0.20625,5030.1,0.2807,"chain","sat-like",10
"dekker-10","pnml",762,184754,203056,38.3309,39.6745,50,120,3083,0.5138,4626,0.7709,"chain-prev","sat-like",5
"dekker-15","pnml",1682,887942,945043,57.28736,59.10158,75,255,10193,0.53297,15350,0.8026,"chain-prev","sat-like",10
"deploy_2_a","pnml",510,160688,188151,50.2674,53.5239,69,174,2804,0.23355,3627.5,0.30214,"bfs-prev","sat-like",10
"deploy_3_a","pnml",1248,625953,735885,98.34565,111.1699,104,308,7951,0.24822,10426,0.32549,"chain-prev","sat-like",20
"deploy_4_a","pnml",2137,1715322,1910672,128.0947,141.2273,141,475,17679,0.26396,22160,0.33087,"chain","sat-like",20
"deploy_5_a","pnml",3068,3562699,4042489,178.8129,203.16999,180,675,32411,0.266757,41833.8,0.344311,"chain-prev","sat-like",10
"deploy_6_a","pnml",4364,6921888,7710911,221.99842,251.49877,221,908,56743,0.282771,72488.2,0.361235,"chain","sat-like",40
"deploy_7_a","pnml",5871,12898639,14294347,314.16965,360.11477,264,1174,86284,0.278393,108736,0.350832,"chain","sat-like",80
"des_00_a","pnml",462,42960,48062,23.4316,24.4829,115,76,1251,0.1431,1685,0.1928,"chain","sat-like",5
"des_01_a","pnml",480,46783,52331,23.9391,24.9884,119,76,1307,0.1445,1727,0.191,"chain","sat-like",5
"des_02_a","pnml",442,49723,55707,24.51,25.498,123,80,1407,0.143,1877,0.1907,"chain","sat-like",10
"distributeur-01-unfolded-02","pnml",488,103588,109873,25.8209,26.6104,24,72,786,0.4549,1083,0.6265,"chain-prev","sat-like",1
"dlcsh_2_a","pnml",2627,1728643,1833071,98.558833,106.61139,188,888,32197,0.192861,45643.8,0.273408,"chain-prev","sat-loop",80
"elevator.1","dve2C",134,7924,9042,14.657,16.036,27,38,286,0.2788,359.1,0.35,"bfs-prev","sat-like",5
"elevator.2","dve2C",117,6665,7555,15.032,16.212,24,32,262,0.341,310,0.403,"chain-prev","sat-like",1
"elevator2.1","dve2C",28,622,722,5.778,6.304,11,14,33,0.214,35.1,0.228,"chain","sat-loop",1
"elevator2.2","dve2C",58,2295,2523,6.6538,7.0615,16,27,91,0.211,119,0.276,"chain-prev","sat-loop",2147483647
"elevator2.3","dve2C",71,2207,2459,5.354,5.538,20,23,136,0.296,143,0.312,"chain-prev","sat-loop",5
"elevator.3","dve2C",219,18226,19677,18.387,19.946,38,52,747,0.378,984.7,0.4983,"chain-prev","sat-loop",20
"elevator.4","dve2C",177,11823,13313,16.051,17.757,36,44,499,0.315,686.7,0.4335,"bfs-prev","sat-like",5
"erk-000001","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"bfs","sat-like",1
"erk-000010","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",1
"erk-000100","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",5
"exit.1","dve2C",187,15866,17083,11.805,12.497,26,45,376,0.3214,437.5,0.3739,"bfs-prev","sat-loop",2147483647
"exit.2","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.3","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.4","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.5","dve2C",506,86890,95306,37.8663,40.1744,30,133,1614,0.4045,2606,0.6531,"chain","sat-loop",2147483647
"extinction.1","dve2C",267,34508,39129,24.0879,27.4141,40,79,538,0.1703,647.4,0.2049,"chain-prev","sat-like",1
"extinction.2","dve2C",484,93325,103697,41.649,47.4638,61,79,923,0.1915,1273,0.2641,"chain-prev","sat-like",5
"extinction.3","dve2C",453,53867,61252,31.6538,35.4373,49,112,911,0.166,1141,0.2079,"chain-prev","sat-like",5
"extinction.4","dve2C",327,83529,93050,31.8883,35.6371,49,120,963,0.1638,1052,0.179,"chain-prev","sat-like",1
"firewire_link.2","dve2C",1516,1016738,1050063,32.10268,33.59509,35,412,3980,0.27601,4533.5,0.31439,"chain-prev","sat-like",5
"firewire_link.3","dve2C",1605,1002014,1032882,33.78263,35.06651,35,415,4549,0.31318,5251.5,0.36155,"chain-prev","sat-like",1
"firewire_link.5","dve2C",2382,2293821,2363165,40.17258,43.27789,50,610,8671,0.2843,10464,0.34307,"chain-prev","sat-like",1
"G-PPP-1000-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-loop",2147483647
"G-PPP-1000-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-1000-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",2147483647
"G-PPP-100-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-10000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",1
"G-PPP-100-100000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-10-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",20
"G-PPP-10-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-loop",20
"G-PPP-1-1","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",10
"G-PPP-1-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain","none",
"G-PPP-1-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",5
"G-PPP-1-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",10
"ht_d2k1p8b00","pnml",71,2427,2979,12.95,13.59,13,16,128,0.615,185,0.891,"chain","sat-like",2147483647
"ht_d2k2p1b00","pnml",161,18490,22840,23.8495,24.8135,52,64,784,0.2356,958.2,0.2879,"chain","sat-like",1
"IBM319","pnml",161,16673,19896,10.2236,10.8744,253,178,1341,0.029778,1340.4,0.029765,"chain-prev","sat-like",10
"IBM5964","pnml",136,20372,23531,11.0085,11.5781,263,139,1405,0.038433,1586.9,0.043409,"chain","sat-like",40
"IBM703","pnml",269,20224,25679,10.6449,11.36919,262,284,1871,0.025145,2092.4,0.028121,"chain-prev","sat-like",10
"IOTP_c1m1p1d1","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-like",40
"IOTP_c3m3p3d3","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-loop",20
"IOTP_c5m4p3d2","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-loop",40
"iprotocol.1","dve2C",71,4805,5547,10.216,11.065,23,35,175,0.217,219,0.272,"chain-prev","sat-loop",10
"iprotocol.2","dve2C",72,5110,5905,10.244,11.068,25,35,190,0.217,245,0.28,"chain-prev","sat-like",1
"iprotocol.3","dve2C",86,5819,6696,10.293,11.073,29,35,220,0.2167,299.6,0.2952,"chain-prev","sat-like",1
"iprotocol.4","dve2C",100,6646,7587,10.335,11.078,33,35,250,0.2165,354.8,0.3072,"chain-prev","sat-loop",20
"iprotocol.5","dve2C",114,7573,8578,10.371,11.082,37,35,280,0.2162,410.6,0.3171,"chain-prev","sat-loop",20
"iprotocol.6","dve2C",114,7573,8578,10.371,11.082,37,35,280,0.2162,410.6,0.3171,"chain-prev","sat-loop",20
"iprotocol.7","dve2C",128,8600,9669,10.403,11.085,41,35,310,0.216,466.8,0.3253,"chain-prev","sat-like",10
"leader_election.1","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",1
"leader_election.2","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",40
"leader_election.3","dve2C",684,93349,104719,19.49395,20.69508,121,114,1402,0.10164,1608.3,0.1166,"chain-prev","sat-like",1
"leader_election.4","dve2C",953,131968,146374,19.90435,21.01087,155,133,1844,0.089449,2121.3,0.1029,"chain-prev","sat-like",10
"leader_election.5","dve2C",1258,180125,197837,20.22545,21.24886,193,152,2362,0.080515,2733.3,0.093173,"chain-prev","sat-like",5
"leader_election.6","dve2C",1599,238857,260188,20.48427,21.43501,235,171,2962,0.073709,3452.3,0.08591,"chain-prev","sat-like",5
"leader_filters.1","dve2C",106,5165,5973,14.993,16.622,21,30,172,0.273,264,0.418,"chain-prev","sat-like",2147483647
"leader_filters.2","dve2C",106,5165,5973,14.993,16.622,21,30,172,0.273,264,0.418,"bfs-prev","sat-like",10
"leader_filters.3","dve2C",149,8993,10153,18.176,19.881,23,40,238,0.259,360,0.391,"chain-prev","sat-loop",5
"leader_filters.5","dve2C",215,17469,19560,23.391,25.31,28,50,361,0.2579,557.6,0.3983,"chain-prev","sat-loop",20
"leader_filters.6","dve2C",215,17469,19560,23.391,25.31,28,50,361,0.2579,557.6,0.3983,"chain-prev","sat-like",5
"leader_filters.7","dve2C",262,24934,27975,27.047,29.259,30,60,468,0.26,720,0.4,"chain-prev","sat-loop",10
"lifts.1","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-like",5
"lifts.2","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-like",5
"lifts.3","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"bfs-prev","sat-loop",10
"lifts.4","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-loop",10
"lifts.5","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-loop",10
"lifts.6","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-loop",2147483647
"lifts.7","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-loop",20
"lifts.8","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-like",20
"MAPK-20","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","none",
"MAPK-40","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","none",
"MAPK-8","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-loop",2147483647
"MAPK-80","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-loop",2147483647
"mcs.1","dve2C",84,3378,3952,11.944,12.981,13,39,127,0.25,162,0.319,"chain-prev","sat-like",1
"mcs.2","dve2C",65,2467,2864,8.4068,9.3183,13,39,98,0.193,114,0.225,"chain-prev","sat-like",5
"mcs.3","dve2C",127,7663,8600,17.202,18.782,17,52,204,0.231,268,0.304,"chain-prev","sat-like",1
"mcs.4","dve2C",112,4515,5186,10.553,11.461,17,52,162,0.183,204,0.23,"chain","sat-like",1
"mcs.5","dve2C",186,13051,14846,19.898,21.691,21,65,302,0.2212,406.5,0.2978,"bfs-prev","sat-like",1
"mcs.6","dve2C",157,7164,8295,12.024,12.92,21,65,228,0.167,285.7,0.2093,"chain","sat-like",5
"needham.1","dve2C",169,13096,13850,12.619,13.419,14,55,353,0.458,493,0.641,"chain-prev","sat-like",1
"needham.2","dve2C",342,46643,49940,21.97,23.235,21,98,662,0.3217,742.6,0.3608,"chain-prev","sat-loop",20
"needham.3","dve2C",394,59241,62949,24.2291,25.4054,24,111,827,0.3104,926.2,0.3477,"chain-prev","sat-loop",20
"needham.4","dve2C",536,105075,110490,29.4742,30.8141,28,147,1324,0.3217,1506,0.3658,"chain-prev","sat-like",5
"open_system_0","pnml",558,55863,65035,21.4464,23.9588,198,176,3094,0.088786,3419.4,0.098123,"chain-prev","sat-loop",80
"parking_1_4","pnml",326,20705,24375,23.4793,25.1232,65,97,884,0.1402,1219,0.1933,"chain","sat-like",1
"parking_2_8","pnml",610,62635,70725,24.8552,27.0521,137,201,2281,0.082834,2908.3,0.10561,"chain","sat-like",1
"parking_4_16","pnml",1644,335848,359726,55.16319,62.11381,305,433,9677,0.0732745,11574.3,0.0876413,"chain","sat-like",1
"parking_4_32","pnml",2962,1050546,1114232,94.547949,107.99207,529,785,30613,0.0737192,36105.8,0.0869463,"chain","sat-like",1
"peg_solitaire.1","dve2C",928,449745,490084,87.4968,90.3938,18,48,864,1,1630,1.89,"bfs-prev","sat-loop",10
"peg_solitaire.4","dve2C",1705,1499259,1594867,112.8418,115.3997,27,60,1620,1,3120,1.926,"bfs-prev","sat-loop",20
"peg_solitaire.5","dve2C",7329,27341239,28329271,270.45765,273.86277,51,140,7140,1,14000,1.961,"bfs-prev","sat-loop",40
"peterson.1","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-like",1
"peterson.2","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-loop",5
"Peterson-2","pnml",424,38354,45564,34.1915,37.4372,102,126,2062,0.16044,2555.2,0.19882,"chain-prev","sat-like",10
"peterson.3","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-like",1
"Peterson-3","pnml",1226,314117,359473,91.34932,100.6505,244,332,13622,0.16816,16731,0.20653,"chain-prev","sat-like",5
"peterson.4","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-like",1
"peterson.5","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-loop",10
"peterson.6","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-loop",10
"peterson.7","dve2C",107,3124,3721,8.0067,8.77,25,35,136,0.155,168,0.192,"chain-prev","sat-like",1
"Philosophers-10","pnml",43,5119,6902,12.281,12.545,50,50,360,0.144,400.2,0.1601,"chain-prev","sat-like",5
"Philosophers-100","pnml",43,53295,72532,12.915,13.061,500,500,3778,0.015112,3824.34,0.0152973,"chain","sat-like",10
"Philosophers-1000","pnml",58,539629,702609,11.6857692,11.8893812,5000,5000,39127,0.00156508,39318.813,0.0015727525,"chain","sat-like",40
"Philosophers-20","pnml",43,10394,14142,12.5596,12.76,100,100,737,0.0737,782,0.0782,"chain","sat-like",10
"Philosophers-200","pnml",43,107161,145704,12.968846,13.10904,1000,1000,7577,0.007577,7624.52,0.00762452,"chain","sat-like",10
"Philosophers-2000","pnml",58,1080994,1409117,11.69415385,11.89859397,10000,10000,78303,0.00078303,78580.409,0.00078580409,"chain","sat-like",20
"Philosophers-5","pnml",45,2401,3210,11.485,11.875,25,25,167,0.267,201,0.321,"chain-prev","sat-like",20
"Philosophers-50","pnml",41,26516,35059,12.25231,12.39473,250,250,1878,0.030048,1923,0.030768,"chain-prev","sat-like",10
"Philosophers-500","pnml",58,269546,350972,11.6766923,11.8820129,2500,2500,19558,0.00312928,19687.09,0.003149934,"chain","sat-like",20
"phils.1","dve2C",19,576,730,6.018,6.148,8,16,44,0.344,50,0.391,"chain-prev","sat-like",1
"phils.2","dve2C",60,2326,2597,8.7228,9.0537,11,30,104,0.315,122,0.37,"chain-prev","sat-like",1
"phils.3","dve2C",19,894,1128,6.155,6.257,12,24,68,0.236,74.3,0.258,"chain","sat-like",5
"phils.4","dve2C",120,7979,8479,12.597,13.415,19,54,332,0.3236,421.3,0.4106,"chain-prev","sat-like",1
"phils.5","dve2C",19,1840,2322,6.2917,6.3644,24,48,140,0.1215,147.3,0.1279,"chain","sat-like",1
"phils.6","dve2C",19,2316,2919,6.319,6.3856,30,60,176,0.09778,183.5,0.1019,"chain-prev","sat-like",10
