filename,filetype,predict-order,predict-saturation,predict-sat-granularity,actual-order,actual-saturation,actual-sat-granularity
FMS-50,pnml,chain-prev,sat-like,1,chain-prev,sat-loop,10
gear.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
gear.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
hanoi.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
hanoi.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
HouseConstruction-002,pnml,chain-prev,sat-like,1,chain,sat-loop,20
HouseConstruction-005,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
HouseConstruction-010,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
HouseConstruction-020,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
HouseConstruction-050,pnml,chain-prev,sat-like,1,bfs-prev,sat-like,1
IBMB2S565S3960,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
Kanban-10,pnml,chain-prev,sat-like,1,chain,sat-like,5
Kanban-20,pnml,chain-prev,sat-like,1,chain,sat-like,5
Kanban-5,pnml,chain-prev,sat-like,1,chain,sat-like,5
krebs.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,5
krebs.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
krebs.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
krebs.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
lamport.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
lamport.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.8,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_fmea-2,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
lamport_fmea-3,pnml,chain-prev,sat-like,1,chain-prev,sat-like,20
lamport_fmea-4,pnml,chain-prev,sat-like,1,chain-prev,sat-like,80
lamport_fmea-5,pnml,chain-prev,sat-like,1,chain-prev,sat-like,80
lamport_nonatomic.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.2,dve2C,chain-prev,sat-like,1,chain,sat-like,1
lamport_nonatomic.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
lann.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
lann.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lann.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lann.4,dve2C,chain-prev,sat-like,1,chain,sat-like,2147483647
lann.5,dve2C,chain-prev,sat-like,1,chain,sat-loop,20
lann.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
lann.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
lup.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,5
lup.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
lup.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
lup.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
msmie.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
msmie.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
msmie.3,dve2C,chain-prev,sat-like,1,chain,sat-like,5
msmie.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,10
MultiwaySync,pnml,chain-prev,sat-like,1,chain-prev,sat-like,1
PaceMaker,pnml,chain-prev,sat-like,1,chain,sat-like,1
pgm_protocol.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
pgm_protocol.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
pgm_protocol.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
pgm_protocol.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
pgm_protocol.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,40
pgm_protocol.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,20
pgm_protocol.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,80
pgm_protocol.8,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
philo_dyn-3-unfolded,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
pouring.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
pouring.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
protocols.2,dve2C,chain-prev,sat-like,1,chain,sat-like,5
protocols.3,dve2C,chain-prev,sat-like,1,chain,sat-like,2147483647
protocols.4,dve2C,chain-prev,sat-like,1,chain-prev,none,
protocols.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
QCertifProtocol_02-unfold,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
QCertifProtocol_06-unfold,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
RAS-C-10,pnml,chain-prev,sat-like,1,chain-prev,sat-like,5
RAS-C-100,pnml,chain-prev,sat-like,1,chain,sat-like,10
RAS-C-15,pnml,chain-prev,sat-like,1,chain,sat-like,5
RAS-C-20,pnml,chain-prev,sat-like,1,chain,sat-like,5
RAS-C-3,pnml,chain-prev,sat-like,1,chain-prev,none,
RAS-C-5,pnml,chain-prev,sat-like,1,chain,sat-like,20
RAS-C-50,pnml,chain-prev,sat-like,1,chain,sat-like,5
RAS-R-10,pnml,chain-prev,sat-like,1,chain,sat-like,20
RAS-R-100,pnml,chain-prev,sat-like,1,chain-prev,sat-like,80
RAS-R-15,pnml,chain-prev,sat-like,1,chain,sat-like,20
RAS-R-2,pnml,chain-prev,sat-like,1,chain,none,
RAS-R-20,pnml,chain-prev,sat-like,1,chain,sat-loop,40
RAS-R-3,pnml,chain-prev,sat-like,1,chain-prev,none,
RAS-R-5,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
RAS-R-50,pnml,chain-prev,sat-like,1,chain-prev,sat-like,40
schedule_world.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
schedule_world.2,dve2C,chain-prev,sat-like,1,chain,sat-like,5
schedule_world.3,dve2C,chain-prev,sat-like,1,bfs,sat-like,5
synapse.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
synapse.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
synapse.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
UtahNoC,pnml,chain-prev,sat-like,1,chain-prev,sat-like,10
Vasy2003,pnml,chain-prev,sat-like,1,chain,sat-loop,2147483647
