"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"circadian_clock-000100","pnml",32,1009,1382,8.268,8.642,14,16,66,0.295,80.3,0.358,"chain","sat-loop",10
"closed_system1","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-loop",40
"closed_system2","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",40
"closed_system3","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",80
"closed_system4","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-loop",80
"closed_system5","pnml",366,66279,77742,23.19464,24.96889,231,202,3795,0.08133,5158.5,0.11055,"chain-prev","sat-like",40
"collision.1","dve2C",60,2716,3294,9.437,10.462,14,31,115,0.265,137,0.315,"chain-prev","sat-like",1
"collision.2","dve2C",60,2716,3294,9.437,10.462,14,31,115,0.265,137,0.315,"bfs-prev","sat-like",1
"collision.3","dve2C",95,5410,6153,12.794,14.332,18,42,168,0.222,193,0.256,"bfs-prev","sat-like",1
"collision.4","dve2C",134,7569,8903,15.562,17.467,22,53,226,0.1938,276.9,0.2375,"bfs-prev","sat-like",1
"collision.5","dve2C",134,7569,8903,15.562,17.467,22,53,226,0.1938,276.9,0.2375,"bfs-prev","sat-like",1
"collision.6","dve2C",175,10727,12599,17.153,18.962,26,64,291,0.1749,348,0.2091,"bfs-prev","sat-like",1
"database2UNFOLD","pnml",37,2111,2964,9.0886,9.3036,38,32,188,0.1546,209.5,0.1723,"chain","sat-like",5
"database4UNFOLD","pnml",520,63249,77399,48.6418,53.7687,140,128,3696,0.20625,5030.1,0.2807,"chain","sat-like",10
"dekker-10","pnml",762,184754,203056,38.3309,39.6745,50,120,3083,0.5138,4626,0.7709,"chain-prev","sat-like",5
"dekker-15","pnml",1682,887942,945043,57.28736,59.10158,75,255,10193,0.53297,15350,0.8026,"chain-prev","sat-like",10
"deploy_2_a","pnml",510,160688,188151,50.2674,53.5239,69,174,2804,0.23355,3627.5,0.30214,"bfs-prev","sat-like",10
"deploy_3_a","pnml",1248,625953,735885,98.34565,111.1699,104,308,7951,0.24822,10426,0.32549,"chain-prev","sat-like",20
"deploy_4_a","pnml",2137,1715322,1910672,128.0947,141.2273,141,475,17679,0.26396,22160,0.33087,"chain","sat-like",20
"deploy_5_a","pnml",3068,3562699,4042489,178.8129,203.16999,180,675,32411,0.266757,41833.8,0.344311,"chain-prev","sat-like",10
"deploy_6_a","pnml",4364,6921888,7710911,221.99842,251.49877,221,908,56743,0.282771,72488.2,0.361235,"chain","sat-like",40
"deploy_7_a","pnml",5871,12898639,14294347,314.16965,360.11477,264,1174,86284,0.278393,108736,0.350832,"chain","sat-like",80
"distributeur-01-unfolded-02","pnml",488,103588,109873,25.8209,26.6104,24,72,786,0.4549,1083,0.6265,"chain-prev","sat-like",1
"dnawalk-01","pnml",225,22305,24337,17.648,18.778,13,82,354,0.3321,435.4,0.4084,"chain-prev","sat-like",1
"dnawalk-02","pnml",231,26766,28367,20.416,22.124,14,84,392,0.3333,469.3,0.3991,"chain","sat-loop",10
"dnawalk-03","pnml",242,21599,23795,18.382,19.584,14,84,387,0.3291,492.4,0.4187,"chain","sat-loop",10
"dnawalk-04","pnml",494,113242,122025,27.6357,28.9045,34,250,1565,0.1841,1889,0.2222,"bfs-prev","sat-like",1
"dnawalk-05","pnml",419,122292,130977,30.1912,31.9227,34,250,1553,0.1827,1879,0.2211,"chain-prev","sat-like",1
"dnawalk-06","pnml",510,114477,122467,23.7274,24.6043,34,250,1592,0.1873,1945,0.2288,"bfs-prev","sat-like",1
"dnawalk-07","pnml",569,136899,143781,30.3398,33.1948,34,250,1759,0.2069,2246,0.2642,"bfs-prev","sat-like",10
"dnawalk-08","pnml",758,205818,220869,39.2941,41.7897,27,260,1874,0.267,2216,0.3156,"bfs-prev","sat-like",1
"dnawalk-09","pnml",744,196148,209465,37.4093,39.3978,27,260,1832,0.261,2158,0.3074,"chain-prev","sat-like",1
"dnawalk-10","pnml",774,209161,224927,40.2578,42.4921,27,260,2079,0.2962,2664,0.3795,"bfs-prev","sat-like",1
"dnawalk-11","pnml",773,204762,222048,42.0013,43.6979,27,260,1942,0.2766,2343,0.3338,"chain-prev","sat-like",1
"dnawalk-12","pnml",926,230522,247822,37.5983,39.3443,33,312,2332,0.2265,2688.9,0.26116,"bfs-prev","sat-like",1
"dnawalk-13","pnml",869,254075,271196,39.768,41.7927,33,312,2334,0.22669,2872.2,0.27897,"bfs-prev","sat-like",20
"dnawalk-14","pnml",942,233329,249142,35.9043,37.3418,33,312,2428,0.23582,2883,0.28001,"chain-prev","sat-like",1
"dnawalk-15","pnml",942,261327,279160,41.5297,43.2546,33,312,2657,0.25806,3353.6,0.32572,"bfs","sat-like",20
"erk-000001","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"bfs","sat-like",1
"erk-000010","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",1
"erk-000100","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",5
"exit.1","dve2C",187,15866,17083,11.805,12.497,26,45,376,0.3214,437.5,0.3739,"bfs-prev","sat-loop",2147483647
"exit.2","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.3","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.4","dve2C",320,48082,52023,31.1488,33.3739,28,89,804,0.3226,984.7,0.3952,"chain-prev","sat-like",1
"exit.5","dve2C",506,86890,95306,37.8663,40.1744,30,133,1614,0.4045,2606,0.6531,"chain","sat-loop",2147483647
"extinction.1","dve2C",267,34508,39129,24.0879,27.4141,40,79,538,0.1703,647.4,0.2049,"chain-prev","sat-like",1
"extinction.2","dve2C",484,93325,103697,41.649,47.4638,61,79,923,0.1915,1273,0.2641,"chain-prev","sat-like",5
"extinction.3","dve2C",453,53867,61252,31.6538,35.4373,49,112,911,0.166,1141,0.2079,"chain-prev","sat-like",5
"extinction.4","dve2C",327,83529,93050,31.8883,35.6371,49,120,963,0.1638,1052,0.179,"chain-prev","sat-like",1
"fischer.1","dve2C",40,906,1040,6.984,7.354,8,19,48,0.316,56.5,0.372,"chain","sat-loop",5
"fischer.2","dve2C",60,1534,1751,9.179,9.924,10,25,70,0.28,84.4,0.338,"chain-prev","sat-like",1
"fischer.3","dve2C",100,2973,3390,9.7177,10.237,14,37,126,0.243,156,0.302,"bfs-prev","sat-like",1
"fischer.4","dve2C",120,3873,4379,9.9514,10.419,16,43,160,0.233,200,0.291,"chain-prev","sat-like",1
"fischer.5","dve2C",120,3873,4379,9.9514,10.419,16,43,160,0.233,200,0.291,"bfs-prev","sat-like",1
"fischer.6","dve2C",140,4910,5488,10.128,10.555,18,49,198,0.224,250,0.283,"chain-prev","sat-like",1
"fischer.7","dve2C",140,4910,5488,10.128,10.555,18,49,198,0.224,250,0.283,"bfs-prev","sat-like",1
"FMS-10","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","sat-loop",10
"FMS-100","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"FMS-2","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","none",
"FMS-20","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"FMS-200","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-like",1
"FMS-5","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","sat-loop",10
"FMS-50","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"gear.1","dve2C",183,14160,15880,15.51,16.392,13,50,238,0.366,308,0.473,"chain-prev","sat-like",1
"gear.2","dve2C",183,14160,15880,15.51,16.392,13,50,238,0.366,308,0.473,"chain-prev","sat-like",1
"G-PPP-1000-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-loop",2147483647
"G-PPP-1000-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-1000-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",2147483647
"G-PPP-100-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-100-10000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",1
"G-PPP-100-100000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",1
"G-PPP-10-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",20
"G-PPP-10-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-loop",20
"G-PPP-1-1","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",10
"G-PPP-1-10","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain","none",
"G-PPP-1-100","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"chain-prev","sat-like",5
"G-PPP-1-1000","pnml",85,3030,3715,12.043,13.05,33,22,183,0.252,224,0.308,"bfs-prev","sat-like",10
"hanoi.1","dve2C",157,12569,13667,13.381,14.208,36,6,168,0.778,285,1.32,"bfs-prev","sat-loop",20
"hanoi.2","dve2C",217,24019,25545,14.158,14.923,48,6,232,0.806,402,1.39,"chain-prev","sat-like",2147483647
"HouseConstruction-002","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain","sat-loop",20
"HouseConstruction-005","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain-prev","sat-like",5
"HouseConstruction-010","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain-prev","sat-like",5
"HouseConstruction-020","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"chain-prev","sat-like",5
"HouseConstruction-050","pnml",32,1041,1252,6.505,6.829,26,18,85,0.182,99.4,0.212,"bfs-prev","sat-like",1
"IBM319","pnml",161,16673,19896,10.2236,10.8744,253,178,1341,0.029778,1340.4,0.029765,"chain-prev","sat-like",10
"IBM5964","pnml",136,20372,23531,11.0085,11.5781,263,139,1405,0.038433,1586.9,0.043409,"chain","sat-like",40
"IBM703","pnml",269,20224,25679,10.6449,11.36919,262,284,1871,0.025145,2092.4,0.028121,"chain-prev","sat-like",10
"IBMB2S565S3960","pnml",161,19171,22392,10.27148,10.79144,273,179,1482,0.030327,1492,0.030532,"chain-prev","sat-like",10
"IOTP_c1m1p1d1","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-like",40
"IOTP_c3m3p3d3","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-loop",20
"IOTP_c5m4p3d2","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain-prev","sat-loop",40
"Kanban-10","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"Kanban-20","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"Kanban-5","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"krebs.1","dve2C",36,1223,1589,8.863,9.651,18,10,64,0.356,98.1,0.545,"bfs-prev","sat-loop",5
"krebs.2","dve2C",56,2329,2917,11.33,12.35,19,16,111,0.365,182,0.597,"bfs-prev","sat-like",5
"krebs.3","dve2C",56,2329,2917,11.33,12.35,19,16,111,0.365,182,0.597,"chain-prev","sat-like",5
"krebs.4","dve2C",80,3874,4691,13.355,14.557,20,22,153,0.348,248,0.564,"chain-prev","sat-loop",10
"lamport.1","dve2C",66,2601,2952,7.8934,8.4548,11,42,90,0.195,95.3,0.206,"chain-prev","sat-like",1
"lamport.2","dve2C",71,3462,3962,10.906,11.927,11,42,113,0.245,131,0.283,"chain-prev","sat-like",1
"lamport.3","dve2C",66,2601,2952,7.8934,8.4548,11,42,90,0.195,95.3,0.206,"chain-prev","sat-like",5
"lamport.5","dve2C",114,5888,6351,11.093,12.076,14,56,133,0.17,144,0.184,"chain-prev","sat-like",1
"lamport.6","dve2C",149,6716,7618,12.586,13.332,14,56,191,0.244,244,0.311,"chain-prev","sat-like",1
"lamport.7","dve2C",165,7491,8327,11.54,12.302,17,70,223,0.1874,260.2,0.2187,"chain-prev","sat-like",1
"lamport.8","dve2C",165,7491,8327,11.54,12.302,17,70,223,0.1874,260.2,0.2187,"chain-prev","sat-like",1
"lamport_fmea-2","pnml",321,43283,48703,33.751,36.223,69,96,1832,0.2766,1933,0.2919,"chain-prev","sat-like",10
"lamport_fmea-3","pnml",549,114468,124691,46.0891,49.5801,100,156,4029,0.25827,3972.4,0.25464,"chain-prev","sat-like",20
"lamport_fmea-4","pnml",831,243608,263742,58.59496,62.90947,135,230,7573,0.2439,7118.3,0.22925,"chain-prev","sat-like",80
"lamport_fmea-5","pnml",1166,458017,492352,71.50122,76.4953,174,318,12832,0.23191,11638,0.21033,"chain-prev","sat-like",80
"lann.1","dve2C",74,2207,2649,8.4957,9.0874,15,27,94,0.232,102,0.253,"bfs-prev","sat-like",1
"lann.2","dve2C",87,2738,3368,8.0793,8.4943,24,36,141,0.163,153,0.177,"chain-prev","sat-like",1
"lann.3","dve2C",82,2699,3219,8.141,8.5515,20,40,119,0.149,129,0.161,"chain-prev","sat-like",1
"lann.4","dve2C",75,3837,4731,9.0837,9.6171,30,45,187,0.1385,201.7,0.1494,"chain","sat-like",2147483647
"lann.5","dve2C",91,4234,5186,8.1829,8.587,36,54,213,0.1096,224.3,0.1154,"chain","sat-loop",20
"lann.6","dve2C",95,3093,3694,8.8232,9.3545,20,40,127,0.159,136,0.17,"chain-prev","sat-like",5
"lann.7","dve2C",86,3599,4211,8.241,8.6543,25,50,149,0.1192,158.2,0.1265,"chain-prev","sat-like",10
"leader_election.1","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",1
"leader_election.2","dve2C",451,63139,71776,18.9479,20.2543,91,95,1030,0.1191,1187,0.1373,"chain-prev","sat-like",40
"leader_election.3","dve2C",684,93349,104719,19.49395,20.69508,121,114,1402,0.10164,1608.3,0.1166,"chain-prev","sat-like",1
"leader_election.4","dve2C",953,131968,146374,19.90435,21.01087,155,133,1844,0.089449,2121.3,0.1029,"chain-prev","sat-like",10
"leader_election.5","dve2C",1258,180125,197837,20.22545,21.24886,193,152,2362,0.080515,2733.3,0.093173,"chain-prev","sat-like",5
"leader_election.6","dve2C",1599,238857,260188,20.48427,21.43501,235,171,2962,0.073709,3452.3,0.08591,"chain-prev","sat-like",5
"lifts.1","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-like",5
"lifts.2","dve2C",539,95380,102898,27.1466,30.1539,22,135,1141,0.3842,1367,0.4602,"chain-prev","sat-like",5
"lifts.3","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"bfs-prev","sat-loop",10
"lifts.4","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-loop",10
"lifts.5","dve2C",799,232911,246162,37.4125,41.2761,29,201,1851,0.3176,2107,0.3615,"chain-prev","sat-loop",10
"lifts.6","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-loop",2147483647
"lifts.7","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-loop",20
"lifts.8","dve2C",1077,436473,454291,44.85562,49.18471,36,267,2753,0.2864,3065,0.3189,"chain-prev","sat-like",20
"lup.1","dve2C",193,15885,16525,7.2273,7.3351,6,48,216,0.75,272,0.944,"bfs-prev","sat-loop",5
"lup.2","dve2C",389,59921,61117,7.02284,7.09132,10,96,624,0.65,787,0.82,"bfs-prev","sat-loop",2147483647
"lup.3","dve2C",438,75340,76675,7,7.06356,11,108,756,0.6364,955.6,0.8044,"chain-prev","sat-loop",2147483647
"lup.4","dve2C",487,92523,93997,6.98171,7.04125,12,120,900,0.625,1140,0.7917,"bfs-prev","sat-loop",2147483647
"MAPK-20","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","none",
"MAPK-40","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","none",
"MAPK-8","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-loop",2147483647
"MAPK-80","pnml",35,1889,2555,8.3099,8.5679,22,30,126,0.191,146,0.222,"chain","sat-loop",2147483647
"msmie.1","dve2C",208,18782,20007,14.577,15.395,11,85,280,0.299,338,0.361,"chain-prev","sat-like",1
"msmie.2","dve2C",472,66405,69141,13.2189,13.7758,18,173,1025,0.3292,1347,0.4325,"bfs-prev","sat-like",5
"msmie.3","dve2C",694,140049,144784,15.838,16.1799,20,251,1778,0.3542,2475,0.4929,"chain","sat-like",5
"msmie.4","dve2C",1260,454126,464355,18.20885,18.50929,28,450,4663,0.37008,6481.5,0.5144,"bfs-prev","sat-like",10
"MultiwaySync","pnml",1727,691636,750554,60.1946,65.94174,222,472,18444,0.176019,24186.3,0.230821,"chain-prev","sat-like",1
"needham.1","dve2C",169,13096,13850,12.619,13.419,14,55,353,0.458,493,0.641,"chain-prev","sat-like",1
"needham.2","dve2C",342,46643,49940,21.97,23.235,21,98,662,0.3217,742.6,0.3608,"chain-prev","sat-loop",20
"needham.3","dve2C",394,59241,62949,24.2291,25.4054,24,111,827,0.3104,926.2,0.3477,"chain-prev","sat-loop",20
"needham.4","dve2C",536,105075,110490,29.4742,30.8141,28,147,1324,0.3217,1506,0.3658,"chain-prev","sat-like",5
"open_system_0","pnml",558,55863,65035,21.4464,23.9588,198,176,3094,0.088786,3419.4,0.098123,"chain-prev","sat-loop",80
"parking_1_4","pnml",326,20705,24375,23.4793,25.1232,65,97,884,0.1402,1219,0.1933,"chain","sat-like",1
"parking_2_8","pnml",610,62635,70725,24.8552,27.0521,137,201,2281,0.082834,2908.3,0.10561,"chain","sat-like",1
"parking_4_16","pnml",1644,335848,359726,55.16319,62.11381,305,433,9677,0.0732745,11574.3,0.0876413,"chain","sat-like",1
"parking_4_32","pnml",2962,1050546,1114232,94.547949,107.99207,529,785,30613,0.0737192,36105.8,0.0869463,"chain","sat-like",1
"peterson.1","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-like",1
"peterson.2","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-loop",5
"Peterson-2","pnml",424,38354,45564,34.1915,37.4372,102,126,2062,0.16044,2555.2,0.19882,"chain-prev","sat-like",10
"peterson.3","dve2C",39,953,1200,5.393,5.616,15,21,62,0.197,68.3,0.217,"chain","sat-like",1
"Peterson-3","pnml",1226,314117,359473,91.34932,100.6505,244,332,13622,0.16816,16731,0.20653,"chain-prev","sat-like",5
"peterson.4","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-like",1
"peterson.5","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-loop",10
"peterson.6","dve2C",73,1804,2186,6.5603,6.9932,20,28,96,0.171,112,0.2,"chain-prev","sat-loop",10
"peterson.7","dve2C",107,3124,3721,8.0067,8.77,25,35,136,0.155,168,0.192,"chain-prev","sat-like",1
"pgm_protocol.1","dve2C",724,226156,256718,40.9407,44.69665,123,120,3273,0.22175,4248.7,0.28786,"chain-prev","sat-like",40
"pgm_protocol.2","dve2C",712,222775,253027,40.99184,44.76142,122,120,3210,0.21926,4200,0.28689,"chain-prev","sat-like",40
"pgm_protocol.3","dve2C",724,226230,256703,40.82862,44.60551,124,120,3254,0.21868,4260.3,0.28631,"chain-prev","sat-like",5
"pgm_protocol.4","dve2C",712,222775,253027,40.99184,44.76142,122,120,3210,0.21926,4200,0.28689,"chain-prev","sat-like",5
"pgm_protocol.5","dve2C",724,226230,256703,40.82862,44.60551,124,120,3254,0.21868,4260.3,0.28631,"chain-prev","sat-loop",40
"pgm_protocol.6","dve2C",730,228325,259008,40.65172,44.44766,126,120,3281,0.217,4309.9,0.28504,"chain-prev","sat-like",20
"pgm_protocol.7","dve2C",712,223473,253858,40.74939,44.57164,124,120,3220,0.2164,4238.3,0.28483,"chain-prev","sat-loop",80
"pgm_protocol.8","dve2C",736,230138,260973,40.60797,44.3925,127,120,3303,0.21673,4340.5,0.28481,"chain-prev","sat-like",2147483647
"Philosophers-10","pnml",43,5119,6902,12.281,12.545,50,50,360,0.144,400.2,0.1601,"chain-prev","sat-like",5
"Philosophers-100","pnml",43,53295,72532,12.915,13.061,500,500,3778,0.015112,3824.34,0.0152973,"chain","sat-like",10
