filename,filetype,predict-order,predict-saturation,predict-sat-granularity,actual-order,actual-saturation,actual-sat-granularity
brp2.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
brp2.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
brp2.6,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
cambridge.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
cambridge.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
cambridge.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
cambridge.4,dve2C,chain-prev,sat-like,1,chain-prev,none,
cambridge.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
cambridge.6,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
cambridge.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,20
collision.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
collision.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
collision.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
collision.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
collision.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
collision.6,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
cyclic_scheduler.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
cyclic_scheduler.2,dve2C,chain-prev,sat-like,1,chain-prev,none,
cyclic_scheduler.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
cyclic_scheduler.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
elevator.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
elevator.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
elevator2.1,dve2C,chain-prev,sat-like,1,chain,sat-loop,1
elevator2.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
elevator2.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,5
elevator.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
elevator.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
exit.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
exit.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
exit.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
exit.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
exit.5,dve2C,chain-prev,sat-like,1,chain,sat-loop,2147483647
extinction.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
extinction.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
extinction.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
extinction.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
firewire_link.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
firewire_link.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.1,dve2C,chain-prev,sat-like,1,chain,sat-loop,5
fischer.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
fischer.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
fischer.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
fischer.7,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
gear.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
gear.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
hanoi.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
hanoi.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
iprotocol.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
iprotocol.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
iprotocol.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
iprotocol.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
iprotocol.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
iprotocol.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
iprotocol.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
krebs.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,5
krebs.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
krebs.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
krebs.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
lamport.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
lamport.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport.8,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.2,dve2C,chain-prev,sat-like,1,chain,sat-like,1
lamport_nonatomic.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lamport_nonatomic.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
lann.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
lann.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lann.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
lann.4,dve2C,chain-prev,sat-like,1,chain,sat-like,2147483647
lann.5,dve2C,chain-prev,sat-like,1,chain,sat-loop,20
lann.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
lann.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
leader_election.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
leader_election.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
leader_election.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
leader_election.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_election.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_filters.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
leader_filters.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,10
leader_filters.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,5
leader_filters.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
leader_filters.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
leader_filters.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
lifts.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
lifts.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
lifts.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
lifts.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
lifts.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
lifts.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
lifts.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
lifts.8,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,20
lup.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,5
lup.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
lup.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
lup.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,2147483647
mcs.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
mcs.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
mcs.4,dve2C,chain-prev,sat-like,1,chain,sat-like,1
mcs.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
mcs.6,dve2C,chain-prev,sat-like,1,chain,sat-like,5
msmie.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
msmie.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
msmie.3,dve2C,chain-prev,sat-like,1,chain,sat-like,5
msmie.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,10
needham.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
needham.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
needham.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
needham.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
peg_solitaire.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
peg_solitaire.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
peg_solitaire.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,40
peterson.1,dve2C,chain-prev,sat-like,1,chain,sat-like,1
peterson.2,dve2C,chain-prev,sat-like,1,chain,sat-loop,5
peterson.3,dve2C,chain-prev,sat-like,1,chain,sat-like,1
peterson.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
peterson.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
peterson.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
peterson.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
pgm_protocol.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
pgm_protocol.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,40
pgm_protocol.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
pgm_protocol.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
pgm_protocol.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,40
pgm_protocol.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,20
pgm_protocol.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,80
pgm_protocol.8,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
phils.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
phils.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
phils.3,dve2C,chain-prev,sat-like,1,chain,sat-like,5
phils.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
phils.5,dve2C,chain-prev,sat-like,1,chain,sat-like,1
phils.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
phils.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
phils.8,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
pouring.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
pouring.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
production_cell.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,10
production_cell.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
protocols.2,dve2C,chain-prev,sat-like,1,chain,sat-like,5
protocols.3,dve2C,chain-prev,sat-like,1,chain,sat-like,2147483647
protocols.4,dve2C,chain-prev,sat-like,1,chain-prev,none,
protocols.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
public_subscribe.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
public_subscribe.5,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,5
reader_writer.1,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,10
reader_writer.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,1
reader_writer.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,2147483647
rether.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
rether.2,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,20
rether.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
rether.4,dve2C,chain-prev,sat-like,1,bfs-prev,sat-loop,1
rether.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,40
rether.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,2147483647
rether.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,10
schedule_world.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
schedule_world.2,dve2C,chain-prev,sat-like,1,chain,sat-like,5
schedule_world.3,dve2C,chain-prev,sat-like,1,bfs,sat-like,5
sokoban.1,dve2C,chain-prev,sat-like,1,chain,sat-loop,20
sokoban.2,dve2C,chain-prev,sat-like,1,chain,sat-loop,40
sorter.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
sorter.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
sorter.3,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
sorter.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
sorter.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.1,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,5
synapse.2,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.3,dve2C,chain-prev,sat-like,1,bfs-prev,sat-like,1
synapse.4,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.5,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.6,dve2C,chain-prev,sat-like,1,chain-prev,sat-like,1
synapse.7,dve2C,chain-prev,sat-like,1,chain-prev,sat-loop,20
